drive_id,nome,mime,ext,bytes,classe,comercial,metodo,confianca,evidencia_conteudo,sha256_lido,n_chars,path_contexto
1dn9DuaIV12O4CbGs3-twTiANiE4W7QPn,Lei nº 11.428_PART_031.md,text/markdown,md,116,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Presença de metadados do pipeline como layer SILVER e chunk_id caracterizam documento processado por nós.",9a89c044c2109d3a,114,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
18gOaj5lj0VTwUemK2aLXCqJq9Dd97KyH,L12651_PART_170.md,text/markdown,md,110,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Metadados de pipeline como layer SILVER e chunk_id indicam documento transformado por nós.",994c4e64b3bd596e,109,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1GyOH7Bs-hytdFkC1NT6DjPS_bgvhuIJr,L12651_PART_096.md,text/markdown,md,1632,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Norma articulada federal (Lei 12.651 e Lei 12.727) publicada pelo Poder Executivo federal.",7683950d2dde4023,1569,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1bX4Q1CdRAZL-2_fRdDmEXfkkl-FPeayn,L12651_PART_072.md,text/markdown,md,109,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Presença de metadados do nosso pipeline como layer SILVER e chunk_id.",786a309c6bcbcccc,108,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1r_p6J4u4y_YnQh1L4ohCu5dVukPPg-nJ,L12651 (1)_PART_133.md,text/markdown,md,1585,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto literal de norma articulada federal (Lei 12.651/2012) com alterações por Medida Provisória.",7f4ab8399e0709cf,1505,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1vlU11FFcZXET8Y0UUY14w91zjk_M3XYb,L12651 (1)_PART_131.md,text/markdown,md,114,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Presença de metadados do nosso pipeline como layer SILVER e chunk_id.",89de3c51fca49515,113,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1QYfTvqfVz_xrsVz-BJ35m3FigqAZ_iqt,L12651 (1)_PART_012.md,text/markdown,md,1594,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto literal da Lei Federal 12.651, contendo norma articulada e referências a ADIN e Executivo federal.",2e32ee7003f0f346,1540,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1dPLz6lPseytKEucgD0b9dPYdPsgu99c2,puliccompletaport_alt_PART_409.md,text/markdown,md,893,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Rodapé .indd indica página de livro ou manual técnico de terceiro, sem caráter oficial.",ef7012efed4b982b,874,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1j8dgHSBKabgDoPvxmlnnHfFz_WQc9-Fv,puliccompletaport_alt_PART_351.md,text/markdown,md,1615,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto doutrinário explicativo sobre desapropriação e Estatuto da Cidade, sem marcas oficiais ou de nosso pipeline.",7a801ae63e44d76f,1545,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1kUdduoEKhyBnCH6VkYnJO5w_34JdVaUt,puliccompletaport_alt_PART_148.md,text/markdown,md,1634,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Análise acadêmica sobre urbanismo em Diadema, sem marcas de emissor oficial ou dados de proprietários.",472d32d08e396b09,1599,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1z5rKNLskOh9nLSaJ2O3czB7IifJPT6la,puliccompletaport_alt_PART_062.md,text/markdown,md,186,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Metadados de pipeline (layer, chunk_id) e marcação de imagem inserida pelo nosso processamento.",8978376d7e6cd2ac,185,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
13dQnFTRQXdSBqzJ6dwFlW4s4zHumSmKz,puliccompletaport_alt (1)_PART_414.md,text/markdown,md,785,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Contém metadados do nosso pipeline como layer SILVER, chunk_id e referências de imagens geradas por nós.",8099ee12baefc10c,785,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1TA8LczOoIct05UJEZO2NzW6zoMhRtdDI,puliccompletaport_alt (1)_PART_412.md,text/markdown,md,1248,OFICIAL,nao,texto_nativo,media,"OFICIAL(fonte gov): por a Ação Civil Pública, entre eles, o Ministério Público e as associações civis. Uma associação de moradores de um b",752461a65205a542,1199,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
11Qi73hIUOfG_ltxrQeaq0eOMpJsLFCtF,puliccompletaport_alt (1)_PART_344.md,text/markdown,md,360,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Rodapé com arquivo .indd indica diagramação de livro ou manual técnico de terceiro.",4c14c30dc2b8400a,352,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1Q3ctP0hYoMmI3JY3E32G0QtH60fGZVGE,puliccompletaport_alt (1)_PART_278.md,text/markdown,md,1640,OFICIAL,nao,texto_nativo,media,"OFICIAL(fonte gov): . § 1º - O plano diretor, aprovado pela Câmara Municipal, obrigatório para cidades com mais de vinte mil habitantes,",a36a8f5e842162cf,1585,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1gpBB5RvnaklgSKVGlUmJ9HVZr-VdZbFg,puliccompletaport_alt (1)_PART_235.md,text/markdown,md,1319,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Rodapé .indd indica diagramação de livro ou relatório técnico de terceiro, sem caráter oficial.",2b62d86581fb6a5f,1273,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1QIMOkBmY3rSdcWq9tgDoZ3C4HMFlSB46,puliccompletaport_alt (1)_PART_206.md,text/markdown,md,195,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Metadados de pipeline como layer SILVER, chunk_id e referências de imagem inseridas por nós.",cf2209bec8c0a595,194,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1GyEMVfSMOijmpBRNSqTS3mb8tqbvvsJx,puliccompletaport_alt (1)_PART_173.md,text/markdown,md,1588,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto acadêmico ou relatório de terceiro sobre habitação, sem marcas oficiais ou de nossa criação.",70b2c0dc682cc2f9,1536,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1Nh_MFvG6xa52A7Sjj8Z2YyIM84xPpsfo,puliccompletaport_alt (1)_PART_133.md,text/markdown,md,1613,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto narrativo sobre planejamento urbano em Diadema, sem marcas oficiais ou de nossa autoria.",83fc0357cfd4989c,1554,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1URTn40qprnTI2ENJCsC97CMawMRdLG3k,puliccompletaport_alt (1)_PART_106.md,text/markdown,md,1589,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Artigo de terceiro sobre conflitos urbanos, sem selo oficial ou sinais de enriquecimento interno.",f6351e0fca62d6be,1547,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1r-v_ff2pa8HuZVwUouLQssEis7KSQVGC,puliccompletaport_alt (1)_PART_072.md,text/markdown,md,1567,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto acadêmico de terceiro discutindo Estatuto da Cidade e citando capítulo de Edésio Fernandes em publicação.",38b1980465ba76ae,1518,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1TkbpUPi4qk0F0Cw1AMbyI0x6RSNUjBA0,puliccompletaport_alt (1)_PART_053.md,text/markdown,md,1587,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto acadêmico/histórico sobre reforma urbana extraído de livro de terceiro, sem caráter oficial ou comercial.",02c24e552f5f56cc,1546,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1u52btOT0EwkreaqFL5pYfPQQa_rNMPtS,puliccompletaport_alt (2)_PART_417.md,text/markdown,md,188,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,media,"LLM(flash,media): Rodapé de arquivo InDesign (.indd) de terceiro, sem marcas de órgão público ou enriquecimento nosso.",4565c3f2733b1263,187,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1paKtYgVcQiicadWB96WgoJz4QJab_eiw,puliccompletaport_alt (2)_PART_412.md,text/markdown,md,1248,OFICIAL,nao,texto_nativo,media,"OFICIAL(fonte gov): por a Ação Civil Pública, entre eles, o Ministério Público e as associações civis. Uma associação de moradores de um b",653433baa63b1ae9,1199,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
14qy7KRhiCWE6POQ7AsHgp7aMnLZL4NfK,puliccompletaport_alt (2)_PART_400.md,text/markdown,md,1604,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto explicativo sobre planejamento urbano e Estatuto da Cidade, sem marcas oficiais ou de IA.",fe93ec1fbd994749,1555,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1r5hg_kE7hAPUuag-NKmEcwOztr5oLjuL,puliccompletaport_alt (2)_PART_389.md,text/markdown,md,1650,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto explicativo sobre direito urbanístico com notas de rodapé, sem marca de emissor público.",a4149379192bf1df,1588,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1aTyu2_PDj0UwBgcVuy5AeQ3KUe2OEDSQ,puliccompletaport_alt (2)_PART_387.md,text/markdown,md,130,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Metadados de pipeline (layer: SILVER, chunk_id) indicam documento segmentado e re-trabalhado por nós.",9498714a9c273b43,129,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1wUPtcAwFXdXssSOMmrqs5qyIuQf7qLgp,puliccompletaport_alt (2)_PART_377.md,text/markdown,md,1702,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto literal de norma articulada federal sobre operações urbanas consorciadas.",b226f3d263830d6d,1603,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
15Xcl1B0dFHWwTHNy_vDQK6QqBWua6yyb,puliccompletaport_alt (2)_PART_369.md,text/markdown,md,1637,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto doutrinário com nota de rodapé explicativa após o artigo, característico de manual ou apostila de terceiro.",808b95e17a4bc7d4,1558,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1VPn595xBFru0JRsY5I_Lgb-j68lWbVAq,puliccompletaport_alt (2)_PART_326.md,text/markdown,md,129,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Metadados como layer SILVER e chunk_id provam que o texto foi estruturado pelo nosso pipeline.",d3e772b664d20f6a,128,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
18vCbp56e94iqk6vxE5IAWglWfubiFU3_,puliccompletaport_alt (2)_PART_321.md,text/markdown,md,1657,OFICIAL,nao,texto_nativo,media,OFICIAL(norma articulada): 21 ---  O Estatuto da Cidade comentado (Lei Nº 10. 257 de 10 de julho de 2001) Ana Maria Furbino Bretas Barros,8cff5390aa0a4307,1604,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1sWBrorz4jE-EYo0CKPzalVdeCSzmo7bX,puliccompletaport_alt (2)_PART_317.md,text/markdown,md,129,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Presença de metadados do nosso pipeline como layer SILVER e chunk_id.",035257109d3abd72,128,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1NObgQHVrzE2RGpi-ohfJJBJ95LdjRoWZ,puliccompletaport_alt (2)_PART_312.md,text/markdown,md,1654,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto acadêmico de terceiro citando Ermínia Maricato e Raquel Rolnik, sem caráter oficial.",1aadb063234b82e6,1581,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1YaJHzbz29jA2jkBiCu_uzjdradZW8cNg,puliccompletaport_alt (2)_PART_300.md,text/markdown,md,129,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Presença de metadados do nosso pipeline como layer SILVER e chunk_id sem conteúdo original.",536f2e443bac6d34,128,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1JaYeDpQKPnLNacQBQyuxwUR6iPmHKibZ,puliccompletaport_alt (2)_PART_294.md,text/markdown,md,1557,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto acadêmico com citações bibliográficas (GRAZIA, 2003) caracterizando material de terceiro.",ae09d4769dc298c5,1518,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1ZayuI8uSJa57c06AofGG1EchfmnOidsG,puliccompletaport_alt (2)_PART_282.md,text/markdown,md,1615,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto acadêmico/histórico com citações bibliográficas (MOTTA, 1998) sobre projetos de lei.",28c65022004b56ba,1576,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1UU-XTkSA82qs3Ks7hJxbvA99EvR3OpOg,puliccompletaport_alt (2)_PART_270.md,text/markdown,md,195,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Presença de metadados do pipeline como layer SILVER, chunk_id e referências de imagens estruturadas.",fec2b67e294410d9,194,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1CrWXBmmBJn5aq_0frfAN4zLlxse_Viu1,puliccompletaport_alt (2)_PART_208.md,text/markdown,md,1593,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Narrativa histórica sobre reforma urbana e FNRU, caracterizando texto doutrinário de terceiro.",d68eb191d6069ba4,1537,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1Bd7Q4LsNKGptOcOUfqmtoAITz7JzNzEE,puliccompletaport_alt (2)_PART_203.md,text/markdown,md,1609,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto doutrinário sobre o princípio da gestão democrática e a Constituição Federal de 1988.",f2095394e06f7110,1559,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1tZmS3qkfpdkt8KZ18BUl3d5MMEkBgGXC,puliccompletaport_alt (2)_PART_194.md,text/markdown,md,1133,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto acadêmico sobre direito urbanístico com marca de diagramação de livro (PULICCOMPLETA FINALport.indd).",480ac63378f52bde,1100,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1D1Fv2O0LXKqDepEjqpG1FEM2jQxQTG93,puliccompletaport_alt (2)_PART_157.md,text/markdown,md,1617,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto narrativo sobre planejamento urbano em Diadema, característico de relatório ou livro de terceiro.",080caacc9cf7b0c6,1574,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
10iAs3kmzGZNHtuMAS__jYAw6fNjgUHcE,puliccompletaport_alt (2)_PART_112.md,text/markdown,md,195,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto transformado pelo pipeline com metadados de chunk e âncora de imagem.",41cf5b02b07737b8,194,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1CaXagOMvsERiwQgRTEIffY8rQRCh8ZyX,puliccompletaport_alt (2)_PART_111.md,text/markdown,md,727,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto de publicação de ONGs e movimentos populares (PULICCOMPLETA), sem caráter oficial.",0e7d9cbfd7c213ee,704,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1p0ntDFQt4w2b411nY82aUv_W2H4F_AIW,puliccompletaport_alt (2)_PART_079.md,text/markdown,md,1612,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto histórico sobre movimentos de moradia, sem marcas oficiais ou de nossa autoria.",e21a880476e7ed4a,1561,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1B6ThtW62Aj79vg5IyF_RNhAE5ipYP2cD,puliccompletaport_alt (2)_PART_048.md,text/markdown,md,1667,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto acadêmico sobre urbanismo e retenção de terras, sem marcas oficiais ou de criação interna.",3da76196c0aa0471,1610,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1rX-RB_wqFJct_Vvac5Km2wPLe8V1rxhj,puliccompletaport_alt (2)_PART_021.md,text/markdown,md,994,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto acadêmico sobre segregação urbana extraído de publicação diagramada de terceiro.",123278f26988cbe2,963,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1mAUj4lKTeMuRY88T5eYI8jXOVd2AduKw,Cartilha Estatuto da Cidade 10 anos (1)_PART_182.md,text/markdown,md,926,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Contém norma articulada federal citando o Presidente da República e o conselho público CNDU.",e53fb563ffe244ac,894,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1zDMXuQmktU77uj6030XFbgUCZC4VYqe1,Cartilha Estatuto da Cidade 10 anos (1)_PART_165.md,text/markdown,md,293,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Metadados de chunking (layer: SILVER, chunk_id) e referências a tabelas inseridas pelo nosso pipeline.",0a2ad44928c5579a,292,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1_anPPIRBWDR9fT9hVUisP4Dd2TmHFJZl,Cartilha Estatuto da Cidade 10 anos (1)_PART_157.md,text/markdown,md,1610,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto de cartilha doutrinária sobre planejamento urbano, sem marcas de órgão público emissor no trecho.",91f9d089e0e1ee0f,1561,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1f71ov0OJLIefYQXHG4FNTsQqywgp-1Aj,Cartilha Estatuto da Cidade 10 anos (1)_PART_120.md,text/markdown,md,293,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Presença de metadados do pipeline como layer SILVER, chunk_id e referências a tabelas extraídas.",3883fcc38833f256,292,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
14_c4KvXiE3--JeSSz_fLiApdGJkMlvba,Cartilha Estatuto da Cidade 10 anos (1)_PART_106.md,text/markdown,md,1682,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Norma articulada do Estatuto da Cidade em publicação oficial do Ministério das Cidades.",f7654eb578e00713,1619,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1NbX-6-CE888ZVe3CHmKydmI_ZrACCsOr,Cartilha Estatuto da Cidade 10 anos (1)_PART_091.md,text/markdown,md,292,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Presença de metadados do pipeline como layer SILVER, chunk_id e referências a tabelas.",53854298ed86e351,291,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
14drxOJpDMldwJLjvhWfKo8ZVYPHr7Yi_,Cartilha Estatuto da Cidade 10 anos (1)_PART_078.md,text/markdown,md,1664,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Contém norma articulada federal (Artigo 3º do Estatuto da Cidade) reproduzida literalmente.",e91ace5b680f7e25,1602,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
18V4q-f6dMIIrizrKz3s-S5f0AcAN3QkA,Cartilha Estatuto da Cidade 10 anos (1)_PART_064.md,text/markdown,md,1625,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto de cartilha educativa sobre reforma urbana, sem marcas de emissor público ou de nossa autoria.",973b4b59b95da424,1577,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1BrBw5oc1YRygmM12aZwoW6v7WB10_4PE,Cartilha Estatuto da Cidade 10 anos (1)_PART_048.md,text/markdown,md,1609,NAO_OFICIAL_EXTERNO,sim,texto_nativo,media,COMERCIAL/dado-proprietario: e se refere ao combate às desigualdades sócio-espaciais? Reduziram-se as favelas e as demais formas de oc,5021a6164d52c813,1558,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1R7fVHWTKh_KCZB2qCWVh7lQdnnAKB9V1,Cartilha Estatuto da Cidade 10 anos (1)_PART_038.md,text/markdown,md,596,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto de cartilha externa sobre o Estatuto da Cidade, sem marcas de emissor público ou enriquecimento.",03aa4c17a8ac638e,581,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1RkPJE_X-3KnKPdtK5VE3fZOyy9IFMjSE,Cartilha Estatuto da Cidade 10 anos (1)_PART_025.md,text/markdown,md,1628,NAO_OFICIAL_EXTERNO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto doutrinário de cartilha sobre desenvolvimento urbano, sem marcas de órgão público ou dados cadastrais.",0f1d39dddb7b806c,1573,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1k_fqWS1acV38KDbl8u05z7SHtC5CUdf9,codigo_de_obras_ilustrado (1)_PART_405.md,text/markdown,md,1683,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Código de Obras e Edificações do Município de São Paulo e menção ao Decreto municipal.",04e392d86a6b0c3b,1604,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1uJlEF3XrwpGVt8WWBFc-IRJnUFCAyll9,codigo_de_obras_ilustrado (1)_PART_413.md,text/markdown,md,1641,OFICIAL,nao,texto_nativo,alta,OFICIAL(masthead): o Bruno Covas Vice Prefeito Coordenação Secretaria Municipal de Urbanismo e Licenciamento Lei nº 16.642/2017 Coordenação,20dd97444fcbb710,1602,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1Su8UD_H1hpSEHkk8YEdFn5qvMgXibujR,codigo_de_obras_ilustrado (1)_PART_366.md,text/markdown,md,1610,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Texto literal do Código de Obras e Edificações do Município de São Paulo, legislação oficial.",1cac92dfe4cc70a3,1539,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1TQu5K36NPjMr9XQiu9UD0eAahlUTVl3t,codigo_de_obras_ilustrado (1)_PART_365.md,text/markdown,md,134,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Metadados de pipeline (layer: SILVER, chunk_id) indicam documento transformado e fragmentado por nós.",da7fa1827f26f919,133,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
14qIDXXY8TYcxob9w6r53sGp4LdZD3_HS,codigo_de_obras_ilustrado (1)_PART_352.md,text/markdown,md,134,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Metadados de pipeline como layer SILVER e chunk_id indicam documento re-trabalhado por nós.",2a54427b64c3a8bf,133,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1hmWRAOjMVhxCCCFCRO9niDmG3GAGyL8P,codigo_de_obras_ilustrado (1)_PART_349.md,text/markdown,md,134,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Presença de metadados do nosso pipeline como layer SILVER e chunk_id no texto.",774081f40af8f30b,133,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1ih3uLqH6OEu3qKlscpS1M7U-vCd1axrw,codigo_de_obras_ilustrado (1)_PART_346.md,text/markdown,md,1280,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Conteúdo do Código de Obras Ilustrado da Prefeitura de São Paulo, contendo normas oficiais do COE.",87ea3d9e314d6c8b,1227,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1gTRw28FjFLQM_x5zmDQxuZ_ncEcKb_ek,codigo_de_obras_ilustrado (1)_PART_334.md,text/markdown,md,1420,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Contém o Código de Obras e Edificações do Município de São Paulo, publicado pela Prefeitura.",6b61c4d00720d1a3,1326,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1DbAVKYrBbZMbejsZnwj02QlWGhvw6-WX,codigo_de_obras_ilustrado (1)_PART_324.md,text/markdown,md,1623,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Contém texto literal de lei e decreto municipal (LOE, LPUOS) regulando instalações técnicas.",d8cf81af4c1f0d24,1565,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1Y9j_Q8_FuzbUbom54qaWyO5SX6VlG-6y,codigo_de_obras_ilustrado (1)_PART_323.md,text/markdown,md,198,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Metadados de chunk, layer SILVER e referência de tabela inseridos pelo nosso pipeline de processamento.",6b8fa0179d9c223b,197,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1x0-ZKSYF_EA04SgjDVoAbQEYLqhlOgsb,codigo_de_obras_ilustrado (1)_PART_313.md,text/markdown,md,198,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Apresenta metadados de processamento (layer SILVER, chunk) e âncora de tabela criada pelo pipeline.",cb64dba023ebc067,197,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1GWT8qYIeXvLZ_uFNIGc_DPozHPJC6xxP,codigo_de_obras_ilustrado (1)_PART_308.md,text/markdown,md,881,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Documento segmentado em chunk pelo pipeline de IA, contendo trechos do Código de Obras Ilustrado.",7d6159641e95e3f4,853,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1yybE0TABb7wpk8gMO57r3PetWwXNbkUh,codigo_de_obras_ilustrado (1)_PART_296.md,text/markdown,md,721,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Trecho do Código de Obras Ilustrado, manual oficial publicado pela Prefeitura de São Paulo.",491203683a3777c1,691,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1DCu2SGznA9JCSZYDd-5pMECVAiQ4le2V,codigo_de_obras_ilustrado (1)_PART_292.md,text/markdown,md,1654,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Contém o Código de Obras e Edificações do Município de São Paulo, norma articulada oficial.",b366f79fcdc438f0,1584,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
1k23uPt-dmRQuIbErnNvsSk12wUFEUhMO,codigo_de_obras_ilustrado (1)_PART_288.md,text/markdown,md,198,CRIADO,nao,texto_nativo+llm,alta,"LLM(flash,alta): Apresenta metadados de chunking e processamento da nossa pipeline (layer SILVER e chunk_id).",be6fc76071e38f2e,197,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
17Zz3SgYmeBDwplH4RoQVe754Ygsj8_nL,codigo_de_obras_ilustrado (1)_PART_286.md,text/markdown,md,1675,OFICIAL,nao,texto_nativo+llm,alta,"LLM(flash,alta): Contém norma articulada do Código de Obras e referência à LPUOS da Prefeitura de São Paulo.",b1ffd83dcbc6aa1e,1587,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo
