drive_id,path,nome,mime,ext,bytes,created,modified,tema,tipo_artefato,oficialidade,ja_indexado,observacao
1WAKYRURg1_Vu3VD29r_hFfV_UFTlEISQ,00 — Governança & Índice,log_extracao_textual_silver_20260307_233509.json,application/json,json,162,2026-06-18T19:18:39.801Z,2026-03-07T23:35:21Z,OUTRO,OUTRO,NOSSO,SIM,log json de extracao
1zTprFDf2qogUaDtcCUmrHCOHuw1X_gep,00 — Governança & Índice,ESTRUTURA_SILVER_IA.md,text/markdown,md,1950,2026-06-18T19:18:39.771Z,2026-03-07T23:17:40Z,GOVERNANCA,CODEX_DOC,NOSSO,SIM,
1WRRf1F7yVw088yf_-rmcqL2BbIaNVmzx,00 — Governança & Índice,manifesto_datalake_20260307_221836.json,application/json,json,476247,2026-06-18T19:18:39.819Z,2026-03-07T22:18:45Z,OUTRO,CODEX_DOC,NOSSO,SIM,manifesto do datalake
1B0skZ8lObI3B2Q6CAghNNP93IgwQhqcQ,00 — Governança & Índice,datalake_delta_load_20260307_220830.json,application/json,json,3163,2026-06-18T19:18:39.825Z,2026-03-07T22:08:38Z,OUTRO,OUTRO,NOSSO,SIM,log json delta load
17lSV7mb1a5API54-R2aJcIG39e5rlVPX,00 — Governança & Índice,GUIA DE ESTRUTURA DE PASTAS - GOOGLE DRIVE.pdf,application/pdf,pdf,33267,2026-06-18T19:18:39.731Z,2026-03-07T18:11:11Z,GOVERNANCA,CODEX_DOC,NOSSO,SIM,
1EXx9TlRegzD-ko8lVWCBkGZt1PlaiNNG,00 — Governança & Índice,MANUAL DE PADRONIZAÇÃO TÉCNICA - RAG PIPELINE.pdf,application/pdf,pdf,39538,2026-06-18T19:18:39.861Z,2026-03-07T18:10:31Z,GOVERNANCA,CODEX_DOC,NOSSO,SIM,
1qXyJOgni06eiT0e4Bo5FVUlaxzgVTEW4,00 — Governança & Índice,Balanco_Financeiro_05MAI2025.ods,application/vnd.oasis.opendocument.spreadsheet,ods,204686,2026-06-18T19:23:38.722Z,2026-03-06T21:10:40Z,GOVERNANCA,PLANILHA,NOSSO,SIM,duplicata (mesmo mes) do .pdf 1dGYKRn6d3wY6ap-GEkcVjFaJVC1LKt2u
1tt9VADQiTyHpbxzYzcuNJ2StIpoA_zXe,00 — Governança & Índice,Balanco_Financeiro_09SET2025.pdf,application/pdf,pdf,278543,2026-06-18T19:23:31.864Z,2026-03-06T21:13:05Z,GOVERNANCA,PDF,NOSSO,SIM,balanco financeiro
148qluDvwqn3x7wcLcroc1hNFxA0b33I7,00 — Governança & Índice,Balanco_Financeiro_06JUN2025.pdf,application/pdf,pdf,79299,2026-06-18T19:23:31.878Z,2026-03-06T21:12:40Z,GOVERNANCA,PDF,NOSSO,SIM,balanco financeiro
1dGYKRn6d3wY6ap-GEkcVjFaJVC1LKt2u,00 — Governança & Índice,Balanco_Financeiro_05MAI2025.pdf,application/pdf,pdf,85879,2026-06-18T19:23:31.799Z,2026-03-06T21:12:32Z,GOVERNANCA,PDF,NOSSO,SIM,duplicata (mesmo mes) do .ods 1qXyJOgni06eiT0e4Bo5FVUlaxzgVTEW4
1rqdJkmfblG_mfoX2nP6fqG3Pdro7sE6c,00 — Governança & Índice,Balanco_Financeiro_04ABR2025555.pdf,application/pdf,pdf,86994,2026-06-18T19:23:31.924Z,2026-03-06T21:12:22Z,GOVERNANCA,PDF,NOSSO,SIM,nome com sufixo 555 anomalo
1OJpZwU3tp6qv-h9BuB30yWB6he3Ipq1v,00 — Governança & Índice,Balanco_Financeiro_02FEV2025.pdf,application/pdf,pdf,84758,2026-06-18T19:23:29.774Z,2026-03-06T21:12:05Z,GOVERNANCA,PDF,NOSSO,SIM,balanco financeiro
1suTHuq_Irehqq9FhjFc3b-KQmvK-gkL7,00 — Governança & Índice,Balanco_Financeiro_10OUT2025.pdf,application/pdf,pdf,36900,2026-06-18T19:22:32.098Z,2026-03-06T21:13:15Z,GOVERNANCA,PDF,NOSSO,SIM,balanco financeiro
1xRvcmiK_nk6j8pbOPw9vy0kLC02OME8i,00 — Governança & Índice,Balanco_Financeiro_08AGO2025.pdf,application/pdf,pdf,36861,2026-06-18T19:22:32.196Z,2026-03-06T21:12:56Z,GOVERNANCA,PDF,NOSSO,SIM,balanco financeiro
1Fab0bmEtfMJ6pDtv-VWTuAW2ts1M3KZ3,00 — Governança & Índice,Balanco_Financeiro_07JUL2025 (1).pdf,application/pdf,pdf,36161,2026-06-18T19:22:32.079Z,2026-03-06T21:12:48Z,GOVERNANCA,PDF,NOSSO,SIM,versao (1) - possivel duplicata JUL
1Cjc8HQI9e_4o9egtyWitu0dzZlcwGj46,00 — Governança & Índice,Balanco_Financeiro_03MAR2025 (1).pdf,application/pdf,pdf,38188,2026-06-18T19:22:32.226Z,2026-03-06T21:12:13Z,GOVERNANCA,PDF,NOSSO,SIM,versao (1) - possivel duplicata MAR
15ez1ehgYXB8bevIIX4o-JNpdcPE49ggf,00 — Governança & Índice,Balanco_Financeiro_01JAN2025.pdf,application/pdf,pdf,36356,2026-06-18T19:22:32.245Z,2026-03-06T21:11:56Z,GOVERNANCA,PDF,NOSSO,SIM,balanco financeiro
1wUlePaDESvbEGgrdm_RcoFNVETIHSHTj,00 — Governança & Índice,Balanco_Financeiro_11NOV2025.pdf,application/pdf,pdf,36823,2026-06-18T19:22:32.071Z,2026-03-06T21:10:32Z,GOVERNANCA,PDF,NOSSO,SIM,balanco financeiro
1cc1wa0PmSfyXfWXp7OGoFviUhmAJOD1T,00 — Governança & Índice,CONHECIMENTO_MESTRE_IA_V3.1_INABALAVEL.md,text/markdown,md,1864,2026-06-18T19:18:39.698Z,2026-03-06T20:48:10Z,GOVERNANCA,CODEX_DOC,NOSSO,SIM,versao v3.1 (mais nova que V3)
17gBHBK2-_yxgjc-A6qNQ5KMU2pyf3ANc,00 — Governança & Índice,CONHECIMENTO_MESTRE_IA_V3.md,text/markdown,md,1634,2026-06-18T19:18:40.006Z,2026-03-06T20:40:31Z,GOVERNANCA,CODEX_DOC,NOSSO,SIM,versao v3 (superada por v3.1)
1K9x76SnkKDUi2XulzHHvcCCoR_GiyGU4,00 — Governança & Índice,MANIFESTO_PLATINA_FINAL.md,text/markdown,md,897588,2026-06-18T19:18:39.920Z,2026-03-06T20:32:19Z,GOVERNANCA,CODEX_DOC,NOSSO,SIM,gigante (~0.9MB); FINAL
1beVEYuySxBQFEwfS8FtApFmJwPl8CdJa,00 — Governança & Índice,RELATORIO_DUPLICADOS_FORENSE.md,text/markdown,md,844022,2026-06-18T19:18:44.348Z,2026-03-06T20:26:14Z,GOVERNANCA,AUDITORIA,NOSSO,SIM,gigante (~0.8MB); relatorio de duplicados
1tmfcxSqiNqYuEIaBNDuEZr9a-cezjxSw,00 — Governança & Índice,HIERARQUIA_DE_FONTES_ORACULO.md,text/markdown,md,242416,2026-06-18T19:18:39.960Z,2026-03-06T19:23:42Z,GOVERNANCA,CODEX_DOC,NOSSO,SIM,
1Wfw7l-hBDl--T-YNF0URR4QvbhNA4Gy8,00 — Governança & Índice,MANIFESTO_TOTAL_DE_TRANSICAO.md,text/markdown,md,425624,2026-06-18T19:18:39.976Z,2026-03-06T19:01:26Z,GOVERNANCA,CODEX_DOC,NOSSO,SIM,gigante (~0.4MB)
1S1r4a6fJLSXAfSwrBeZNvlSlRI0EyB2L,00 — Governança & Índice,ORACULO_MESTRE_RELACIONAL_V4.md,text/markdown,md,1405,2026-06-18T19:18:42.107Z,2026-03-06T15:58:53Z,GOVERNANCA,CODEX_DOC,NOSSO,SIM,versao v4
1TkS48mVcsC92nJIqVzig4ov6L_fahNlo,00 — Governança & Índice,ORACULO_GEOGRAFICO_DEFINITIVO_V3.md,text/markdown,md,27249,2026-06-18T19:18:42.235Z,2026-03-05T23:04:45Z,GEO,CODEX_DOC,NOSSO,SIM,versao v3 definitivo
14hPZ6ZlJoiNwwvhoP-9WpOM4FC8xaDlt,00 — Governança & Índice,CONCLUSAO_FASE_DADOS_PERFEITOS.md,text/markdown,md,173,2026-06-18T19:18:39.691Z,2026-03-05T22:22:26Z,OUTRO,RASCUNHO,NOSSO,SIM,arquivo minusculo (173 bytes)
1V_lQK7PiPiOu9ZCUoyQ5Y0A5tsKoaqoC,00 — Governança & Índice,RELATORIO_INTEGRIDADE_MAPAS_FINAL.md,text/markdown,md,52983,2026-06-18T19:18:44.441Z,2026-03-05T21:47:57Z,GEO,AUDITORIA,NOSSO,SIM,FINAL
1GyOTXrKvFeHRrJbEZVN_J4VjdwJRrzXb,00 — Governança & Índice,MANIFESTO_AUDITORIA_PROJETO.md,text/markdown,md,127320,2026-06-18T19:18:39.958Z,2026-03-05T17:15:51Z,GOVERNANCA,AUDITORIA,NOSSO,SIM,
1YiWDsj_vYfFoqfSR1nznIzKZJM4RFA-9,00 — Governança & Índice,GatewayCertificaPDF (2).pdf,application/pdf,pdf,40211,2026-06-18T19:22:34.809Z,2026-03-04T22:43:11Z,OUTRO,PDF,DESCONHECIDO,SIM,versao (2) da serie Gateway
1qmjICeFlmDRs1WXG64Nccz4IiDdsk1_o,00 — Governança & Índice,GatewayPDF.pdf,application/pdf,pdf,31807,2026-06-18T19:22:34.797Z,2026-03-04T22:43:02Z,OUTRO,PDF,DESCONHECIDO,SIM,serie Gateway
1MIWFnNts-x1GKmEDYPudPKXqk87x9FCh,00 — Governança & Índice,GatewayCertificaPDF (1).pdf,application/pdf,pdf,34772,2026-06-18T19:22:34.887Z,2026-03-04T22:42:53Z,OUTRO,PDF,DESCONHECIDO,SIM,duplicata exata (34772 bytes) de GatewayCertificaPDF.pdf
14glqKHH57Hrn9RbS5F0e_oBZwHDq2hS0,00 — Governança & Índice,GatewayCertificaPDF.pdf,application/pdf,pdf,34772,2026-06-18T19:22:34.782Z,2026-03-04T22:41:41Z,OUTRO,PDF,DESCONHECIDO,SIM,duplicata exata (34772 bytes) de GatewayCertificaPDF (1).pdf
1IEoFiqIKuZqDuoJ71olaeOnefRLKTr-I,00 — Governança & Índice,MASTER_RITOS_E_PROCEDIMENTOS.md,text/markdown,md,25841,2026-06-18T19:18:42.085Z,2026-03-02T05:03:06Z,GOVERNANCA,CODEX_DOC,NOSSO,SIM,
1kc3gUMGDJV1m-hkmAWAPsxVWFiu_odN_,00 — Governança & Índice,Formulário para levantamento de IPTU.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,13845,2026-05-04T16:00:53.184Z,2026-04-22T14:32:04.140Z,IPTU,FORMULARIO,NOSSO,SIM,
1aA_2Qbzg5wlrTp-TdGVnRh7gGPH3PlER,00 — Governança & Índice,Todas Versões.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,5255757,2026-05-04T16:00:54.308Z,2026-03-16T21:53:00.914Z,OUTRO,OUTRO,DESCONHECIDO,SIM,gigante (~5.3MB); nome generico
1yyMHU4g9aQoWgG_zcckyafBPC-J0wY5r,00 — Governança & Índice,download.pdf,application/pdf,pdf,107888,2026-04-22T13:57:08.017Z,2026-04-14T21:19:22.104Z,OUTRO,PDF,DESCONHECIDO,SIM,nome generico download.pdf
1RSoqcK42sLTXXMElT-dH-N4j3XIhgtpb,00 — Governança & Índice,Paulo prédio Libero capa IPTU 2025 Libero Badaro 306 e 310.pdf,application/pdf,pdf,586378,2026-04-22T13:49:20.805Z,2026-04-14T14:47:22.721Z,IPTU,PDF,OFICIAL,SIM,capa IPTU 2025 (documento da prefeitura)
1DEf5YeK_AnEKEg7TKPH8WE7uJBEOU6uA,00 — Governança & Índice,WhatsApp Image 2026-03-09 at 11.36.35.jpeg,image/jpeg,jpeg,121413,2026-04-22T13:49:19.276Z,2026-03-09T16:24:59.949Z,OUTRO,OUTRO,DESCONHECIDO,SIM,imagem WhatsApp
1NdmUz-FEn8Ft4nfpZJqDugbSOsQkkflC,00 — Governança & Índice,MAPA_EXATO_DATALAKE.txt,text/plain,txt,548447,2026-04-22T13:57:08.131Z,2026-03-08T21:09:48.509Z,OUTRO,CODEX_DOC,NOSSO,SIM,gigante (~0.5MB); mapa do datalake
1lnLhEQlFUrRven7jxiTuNM9RGAiNrb8C,00 — Governança & Índice,# BÍBLIA DA INTELIGÊNCIA DE NEGÓCIOS- HUB TDC-SP (INSTITUTO BAIRRO VIVO).docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,9009,2025-11-25T11:08:25.905Z,2025-11-25T11:08:25.905Z,TDC,CODEX_DOC,NOSSO,SIM,duplicata do google doc 1gx0kxXhPcxd7cB0zr94eItvWs2Vo9pSYh50FFuOk_Yc
1NRig02k3OYkEwHmvd07TlfVXnKkZ-yUV,00 — Governança & Índice,CODEX_TDC_MASTER.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,85204,2025-11-22T22:40:08.643Z,2025-11-22T22:40:08.690Z,TDC,CODEX_DOC,NOSSO,SIM,mestre do CODEX TDC
