categoria,titulo,drive_id,mime,tamanho_bytes,pasta,view_url
URBANISTICA_PDE_LPUOS_COE,Outorga Onerosa do Direito de Construir - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf,1p4oVrEPWuXbtUgd84RlPra74eANf2bAq,application/pdf,500135,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1p4oVrEPWuXbtUgd84RlPra74eANf2bAq/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_10_Equipamentos (1).csv,1AI1W-yYaAn_fa476xvk5H9v3rm8uK-9f,text/csv,40321,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1AI1W-yYaAn_fa476xvk5H9v3rm8uK-9f/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_10_Equipamentos.csv,1lxVs_kqDfVb6cF0609SERS3wjGe-uSn0,text/csv,40321,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1lxVs_kqDfVb6cF0609SERS3wjGe-uSn0/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_10_Equipamentos.pdf,1bH6QEeUohTbEInPo9zwturzDg8Ob5xLC,application/pdf,432551,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1bH6QEeUohTbEInPo9zwturzDg8Ob5xLC/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_11_polo_de_economia_criativa.pdf,1ZeNM01_7xMVgzi7UG6sZJ2qXBj4xlngW,application/pdf,193677,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1ZeNM01_7xMVgzi7UG6sZJ2qXBj4xlngW/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_12_perimetro_cultural_paulista_luz.pdf,1LBLNUJqFF3kAHzWLUKKjF5aeyHKX5GxP,application/pdf,191540,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1LBLNUJqFF3kAHzWLUKKjF5aeyHKX5GxP/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_13_perimetro_tecnológico_jaguaré.pdf,1xKA5rRVMtaAPcczrhU2nDGU4QPTkCGtc,application/pdf,192060,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1xKA5rRVMtaAPcczrhU2nDGU4QPTkCGtc/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_14_cadastro.csv,1KPeSlCXVtWyuFr52gr0Wg4uzPqymbVaD,text/csv,5422342,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1KPeSlCXVtWyuFr52gr0Wg4uzPqymbVaD/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_14_cadastro.pdf,1Oqg0xIPQzwJKnpYvXPMbx6SIGFh7imQg,application/pdf,4072678,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1Oqg0xIPQzwJKnpYvXPMbx6SIGFh7imQg/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_1_CA_Definicoes.csv,1xnSzIAMqDeq00Y1xaeroaJOE8IMoiWPf,text/csv,1841,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1xnSzIAMqDeq00Y1xaeroaJOE8IMoiWPf/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_1_CA_Definicoes.pdf,1l_K7QSCfRXBOoSfzQ5YKYYJ3zJYv22oJ,application/pdf,424098,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1l_K7QSCfRXBOoSfzQ5YKYYJ3zJYv22oJ/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_2_CA_Eixos.csv,103drHBN4-5D9gaQwdQxnjFRtQVmngmYI,text/csv,1541,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/103drHBN4-5D9gaQwdQxnjFRtQVmngmYI/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_2_CA_Eixos.pdf,1x0k9Pu-yoKCVpy3Luw7ymcGs8rKlP-P4,application/pdf,194056,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1x0k9Pu-yoKCVpy3Luw7ymcGs8rKlP-P4/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_2A_CA_Macroareas.csv,1vTorsekskSqMQmYqMWx0l_v7xoAzv3qZ,text/csv,1880,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1vTorsekskSqMQmYqMWx0l_v7xoAzv3qZ/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_2A_CA_Macroareas.pdf,1D0bge5O8yc60b8pHV4foQSrXF1kuw-Ax,application/pdf,268150,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1D0bge5O8yc60b8pHV4foQSrXF1kuw-Ax/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_3_CA_ZEIS.csv,1yXk-CDJMo87-WmkG8B1-mAzIIT_z8yvs,text/csv,285,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1yXk-CDJMo87-WmkG8B1-mAzIIT_z8yvs/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_3_CA_ZEIS.pdf,1MWeMRIjLE-BmkCNhZwM56nN1wX3Hcw08,application/pdf,179428,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1MWeMRIjLE-BmkCNhZwM56nN1wX3Hcw08/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_4_percentuais_ZEIS.csv,1p0VH1fpgeL-8pmHMipjUMDXY-CTLhNyR,text/csv,161,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1p0VH1fpgeL-8pmHMipjUMDXY-CTLhNyR/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_4_percentuais_ZEIS.pdf,1NRaluhpGBbOEVg9gF5EZZtRg6MFPtBJ3,application/pdf,272219,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1NRaluhpGBbOEVg9gF5EZZtRg6MFPtBJ3/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_5_ Fator_interesse_social_Fs.csv,1mzoewH1DEjCbkLKXTB0EKnzUOPfxW2DF,text/csv,1074,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1mzoewH1DEjCbkLKXTB0EKnzUOPfxW2DF/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_5_ Fator_interesse_social_Fs.pdf,1jer7zuG7cISzczR_zrFMXojmZ6EsfBsE,application/pdf,287426,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1jer7zuG7cISzczR_zrFMXojmZ6EsfBsE/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_6_Fator_planejamento_Fp.csv,1oakoO1ZyCwclapUWWed8SXEJD_6v1qMk,text/csv,825,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1oakoO1ZyCwclapUWWed8SXEJD_6v1qMk/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_6_Fator_planejamento_Fp.pdf,1DET4erUd7b1uBmJi-sMqmK7QcznIBbag,application/pdf,188812,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1DET4erUd7b1uBmJi-sMqmK7QcznIBbag/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_7_Parques_municipais_existentes_propostos.csv,1jRs-Wm_-HAnoh0xnpDs5Sk5t7q0GHSRT,text/csv,28726,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1jRs-Wm_-HAnoh0xnpDs5Sk5t7q0GHSRT/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_7_Parques_municipais_existentes_propostos.pdf,1f0CwPmCAzFCbsS8yMGKk1oX6a7dWvlUo,application/pdf,461573,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1f0CwPmCAzFCbsS8yMGKk1oX6a7dWvlUo/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_8_Residuos_solidos.csv,10y3GLl2SMs07TIak1rbgaax7oXZFd2nU,text/csv,1934,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/10y3GLl2SMs07TIak1rbgaax7oXZFd2nU/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_8_Residuos_solidos.pdf,1SwxNlAD65zNBDjal_IDlO5r1jfii3lUi,application/pdf,197402,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1SwxNlAD65zNBDjal_IDlO5r1jfii3lUi/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_9_viario-estrutural.csv,1_kVUJO-x7Wel7AHgJlgAUYf82up2iU0W,text/csv,77886,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1_kVUJO-x7Wel7AHgJlgAUYf82up2iU0W/view
URBANISTICA_PDE_LPUOS_COE,PDE2013_SUBST2_Quadro_9_viario-estrutural.pdf,1oeSGOangR7Lg9TYEMrjFXSk18aTino8i,application/pdf,1072475,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1oeSGOangR7Lg9TYEMrjFXSk18aTino8i/view
URBANISTICA_PDE_LPUOS_COE,PORTARIA SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL Nº 172 DE 10 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal.pdf,1BSCKQCp-VQGvn9Po5i49aSoxsXnwIpsU,application/pdf,150304,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1BSCKQCp-VQGvn9Po5i49aSoxsXnwIpsU/view
URBANISTICA_PDE_LPUOS_COE,PORTARIA SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL Nº 8 DE 30 DE JANEIRO DE 2025 « Catálogo de Legislação Municipal.pdf,1iRmrbQEBJktAZ8fvnq0dmqNZk4XChF2L,application/pdf,103551,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1iRmrbQEBJktAZ8fvnq0dmqNZk4XChF2L/view
URBANISTICA_PDE_LPUOS_COE,PRONUNCIAMENTO SMUL.ATECC.CTLU_001_2024 - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv,1oHLuv5J8qAmOdmiVDXGQCIDsXwQDyIzA,text/csv,2734,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1oHLuv5J8qAmOdmiVDXGQCIDsXwQDyIzA/view
URBANISTICA_PDE_LPUOS_COE,PRONUNCIAMENTO SMUL.ATECC.CTLU_001_2024 - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf,1IG6c6A7J6-IHTlMi9cyw1odTQiW5-EmL,application/pdf,467736,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1IG6c6A7J6-IHTlMi9cyw1odTQiW5-EmL/view
URBANISTICA_PDE_LPUOS_COE,RESOLUÇÃO SECRETARIA MUNICIPAL DE DESENVOLVIMENTO URBANO - SMDU_CTLU Nº 12 DE 17 DE DEZEMBRO DE 2020 « Catálogo de Legislação Municipal.pdf,1iLgAyoAkqz27OpBoS_WeWNOd3IHP0Izt,application/pdf,79071,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1iLgAyoAkqz27OpBoS_WeWNOd3IHP0Izt/view
URBANISTICA_PDE_LPUOS_COE,RESOLUÇÃO SECRETARIA MUNICIPAL DE LICENCIAMENTO - SEL_CEUSO Nº 139 DE 27 DE ABRIL DE 2020 « Catálogo de Legislação Municipal.pdf,1VgnEQYGGE38WrfFD8RugGFtiAq1c6Z4q,application/pdf,86235,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1VgnEQYGGE38WrfFD8RugGFtiAq1c6Z4q/view
URBANISTICA_PDE_LPUOS_COE,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CAEHIS Nº 2 DE 2 DE SETEMBRO DE 2021 « Catálogo de Legislação Municipal.pdf,1kv8n-gh5bCv-GmsEl_zDVQxaxXCVyGzL,application/pdf,72675,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1kv8n-gh5bCv-GmsEl_zDVQxaxXCVyGzL/view
URBANISTICA_PDE_LPUOS_COE,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CAEHIS Nº 3 DE 7 DE OUTUBRO DE 2021 « Catálogo de Legislação Municipal.pdf,1eQSukZchES9PzOG7nmQVjc3-fJoMlUJQ,application/pdf,76100,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1eQSukZchES9PzOG7nmQVjc3-fJoMlUJQ/view
URBANISTICA_PDE_LPUOS_COE,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CEUSO Nº 138 DE 14 DE JUNHO DE 2021 « Catálogo de Legislação Municipal.pdf,1ybtcOHluFmb20wrFsEU_wHkCnE3L4H5t,application/pdf,97421,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1ybtcOHluFmb20wrFsEU_wHkCnE3L4H5t/view
URBANISTICA_PDE_LPUOS_COE,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CEUSO Nº 141 DE 8 DE FEVEREIRO DE 2021 « Catálogo de Legislação Municipal.pdf,1KJ1Atleeb7VsooECZbbB-tkERscukH0B,application/pdf,110267,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1KJ1Atleeb7VsooECZbbB-tkERscukH0B/view
URBANISTICA_PDE_LPUOS_COE,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CEUSO Nº 146 DE 27 DE JANEIRO DE 2022 « Catálogo de Legislação Municipal.pdf,1Mr4uuuaWz7gzGxux5zSFJ7TZDQzx_h3w,application/pdf,81844,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1Mr4uuuaWz7gzGxux5zSFJ7TZDQzx_h3w/view
URBANISTICA_PDE_LPUOS_COE,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CEUSO Nº 150 DE 22 DE AGOSTO DE 2022 « Catálogo de Legislação Municipal.pdf,1MJgWT2CBbcPYADQYeXyJEpIMGSwHj7yb,application/pdf,81578,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1MJgWT2CBbcPYADQYeXyJEpIMGSwHj7yb/view
URBANISTICA_PDE_LPUOS_COE,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CTLU Nº 1 DE 27 DE FEVEREIRO DE 2023 « Catálogo de Legislação Municipal.pdf,1LBUlijnE3pW3hD40nC1mv-PEI-W8eT0o,application/pdf,147706,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1LBUlijnE3pW3hD40nC1mv-PEI-W8eT0o/view
URBANISTICA_PDE_LPUOS_COE,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CTLU Nº 12 DE 10 DE DEZEMBRO DE 2018 « Catálogo de Legislação Municipal.pdf,1sdYYOJdQ2gUrcfPLdZPYjfo2bYNjRyw8,application/pdf,81266,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1sdYYOJdQ2gUrcfPLdZPYjfo2bYNjRyw8/view
URBANISTICA_PDE_LPUOS_COE,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CTLU Nº 12 DE 11 DE NOVEMBRO DE 2021 « Catálogo de Legislação Municipal.pdf,1B_Ta_35nm6dIBfjhd4ecIJOGltPANgC_,application/pdf,94002,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1B_Ta_35nm6dIBfjhd4ecIJOGltPANgC_/view
URBANISTICA_PDE_LPUOS_COE,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CTLU Nº 4 DE 4 DE ABRIL DE 2024 « Catálogo de Legislação Municipal.csv,1SQ7KIqf4FobhvtfumvJCp5NSsHv_Q0Wc,text/csv,30,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1SQ7KIqf4FobhvtfumvJCp5NSsHv_Q0Wc/view
URBANISTICA_PDE_LPUOS_COE,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CTLU Nº 4 DE 4 DE ABRIL DE 2024 « Catálogo de Legislação Municipal.pdf,1xEvKnS65joB795TpMK64sRDvz9aocb2c,application/pdf,62835,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1xEvKnS65joB795TpMK64sRDvz9aocb2c/view
URBANISTICA_PDE_LPUOS_COE,ZONEAMENTO_IA.csv,1oOJHSaNhBbWBx5xYtJFMJAMf8mOnUB7H,text/csv,40975342,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1oOJHSaNhBbWBx5xYtJFMJAMf8mOnUB7H/view
PATRIMONIO_ZEPEC_TDC,01-23 - APT - Associação Feminina Beneficente e Instrutiva Analia Franco - Página (1).pdf,1kSWQrlRgW_Q0n5u8TR9-J7pUDpu8ZZj_,application/pdf,74813,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1kSWQrlRgW_Q0n5u8TR9-J7pUDpu8ZZj_/view
PATRIMONIO_ZEPEC_TDC,01-23 - APT Antigo Lar Analia Franco - MAPA - Página.pdf,1rUWSAEXi6k4hhwu5mn7bsXdE4UcikhIP,application/pdf,4283733,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1rUWSAEXi6k4hhwu5mn7bsXdE4UcikhIP/view
PATRIMONIO_ZEPEC_TDC,02-21 - APT  Avenida Angélica 1900.pdf,1C0E4eIShRcACE36I20E8bs33fVdXRlQC,application/pdf,251659,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1C0E4eIShRcACE36I20E8bs33fVdXRlQC/view
PATRIMONIO_ZEPEC_TDC,02-22 APT Conjunto do Sindicato dos Metroviarios(1).pdf,127IahNlzYuPDtzFVMsiWvt0Tptzjv4bD,application/pdf,106451,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/127IahNlzYuPDtzFVMsiWvt0Tptzjv4bD/view
PATRIMONIO_ZEPEC_TDC,02-23 - APT Cemiterio de São Paulo.pdf,1z4UIp87VhLioPrhbk1nUvs-xXCzPzR08,application/pdf,82263,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1z4UIp87VhLioPrhbk1nUvs-xXCzPzR08/view
PATRIMONIO_ZEPEC_TDC,02-23 - APT Cemiterio São Paulo - MAPA - Página.pdf,1tIqNC7xDZK0sUzoucjvuce5FK_LG2d7a,application/pdf,3276375,01 — _entrada (despejo IPTU+TDC),https://drive.google.com/file/d/1tIqNC7xDZK0sUzoucjvuce5FK_LG2d7a/view
