file_id;nome_arquivo;tema;artefato;oficialidade;versao_linhagem;destino;resumo
1Nd65GkWXGs0jZk6fGLwYq7pf1drfLNKv;_lei-federal-4591-1964.txt;CORRELATO;LEI;OFICIAL;Lei federal (familia leis federais);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Verbatim de lei federal (_lei-federal-4591-1964) - correlata a registros/condominio/execucao fiscal/imoveis.
14hPZ6ZlJoiNwwvhoP-9WpOM4FC8xaDlt;CONCLUSAO_FASE_DADOS_PERFEITOS.md;AMBOS;META/PROCESSO;CRIADO-POR-NOS;Relatorio de fase;1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;"Relatorio: Fases 1 (texto) e 2 (mapas) concluidas; ecossistema com inteligencia juridica/espacial/tecnica."
1cc1wa0PmSfyXfWXp7OGoFviUhmAJOD1T;CONHECIMENTO_MESTRE_IA_V3.1_INABALAVEL.md;TDC;IDEACAO;CRIADO-POR-NOS;Conhecimento Mestre IA v3.1 (familia Conhecimento Mestre: v1,v2,v3,v3.1);1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;Biblia do projeto TDC v3.1: glossario LPUOS, 6 vias de geracao, formula OO=(Area_Adic/CA_max)*Fp*Fs*V, regra 5% FUNDURB, fatores Fs/Fp.
17gBHBK2-_yxgjc-A6qNQ5KMU2pyf3ANc;CONHECIMENTO_MESTRE_IA_V3.md;TDC;IDEACAO;CRIADO-POR-NOS;Conhecimento Mestre IA v3 (familia Conhecimento Mestre);1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;Pilar juridico TDC v3: fundamentos, 6 estrategias mestras, motor OODC, restricao FUNDURB 5%, score de oportunidade Arco Pinheiros/Eixos.
1p-icDGiZbmKcEH_jnyJa52L4yo9z4gWR;Contrato de Gestão Comercial e Parceria Estratégica.docx;CORRELATO;META/PROCESSO;CRIADO-POR-TERCEIROS;Contrato de gestao comercial;1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;"Contrato OSCIP Bairro Vivo x Parceiro Gestor (OPIT-SP): captacao de imoveis tombados p/ TDC; comissao 20%, piso 2%, exclusividade de canal."
1xlbAzT83WsHhA_F7zny40Pc4wDNCklht;datageo-VWM_AREAS_CONTAMINADAS_GEODADOS_CETESB_PTO.kml;CORRELATO;TABELA;OFICIAL/CETESB;Geodado CETESB areas contaminadas (KML);1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy;"KML de areas contaminadas CETESB (datageo); insumo geografico p/ tese de reducao de base de calculo IPTU (sem snippet legivel via metadata, classificado por nome)."
1B0skZ8lObI3B2Q6CAghNNP93IgwQhqcQ;datalake_delta_load_20260307_220830.json;AMBOS;META/PROCESSO;CRIADO-POR-NOS;Datalake delta load (pipeline);1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;"Log de carga delta do datalake: 51 novos no inbox, 1139 ignorados; lista arquivos copiados (Conhecimento Mestre, Oraculos, tombamentos)."
1zGMGKMe2d-qTBK2Qfj2znS3eRy0RMWvY;dl-57-1966 (1).txt;IPTU;LEI;OFICIAL;Decreto-Lei 57/1966 (duplicata);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Verbatim do Decreto-Lei 57/1966 (criterio destinacao IPTU x ITR - base do Tema STJ 174) (duplicata).
1j5RrD-324T5alXV_dDRISA4rEkeQe-_o;dl-57-1966.txt;IPTU;LEI;OFICIAL;Decreto-Lei 57/1966;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Verbatim do Decreto-Lei 57/1966 (criterio destinacao IPTU x ITR - base do Tema STJ 174).
1pYIWFnIHIoDwV50tD6AJH06txHiSE6HZ;ec-116-2022.txt;CORRELATO;LEI;OFICIAL;Emenda Constitucional (familia ECs);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Verbatim de Emenda Constitucional (ec-116-2022) - base constitucional do IPTU/reforma tributaria.
1gYvYSuvLnsNSv2XvLpxDebuqTxVS9ynD;ec-132-2023.txt;CORRELATO;LEI;OFICIAL;Emenda Constitucional (familia ECs);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Verbatim de Emenda Constitucional (ec-132-2023) - base constitucional do IPTU/reforma tributaria.
1tvefC5VKryIGFCYxm8fC642nqKtOeKMU;ec-132-20273.txt;CORRELATO;LEI;OFICIAL;Emenda Constitucional (familia ECs);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Verbatim de Emenda Constitucional (ec-132-20273) - base constitucional do IPTU/reforma tributaria.
1K5mLZoGE5ICxkjjkBXnRGHixaga3J7ZX;ec-29-2000.txt;CORRELATO;LEI;OFICIAL;Emenda Constitucional (familia ECs);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Verbatim de Emenda Constitucional (ec-29-2000) - base constitucional do IPTU/reforma tributaria.
1zTprFDf2qogUaDtcCUmrHCOHuw1X_gep;ESTRUTURA_SILVER_IA.md;AMBOS;META/PROCESSO;CRIADO-POR-NOS;Estrutura Silver (arquitetura medallion);1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;Arquitetura camada Silver: arvore de dominios/subpastas (Certidoes, Economia, Geo, Legislacao, Patrimonio), pipeline OCR->Markdown.
1tmfcxSqiNqYuEIaBNDuEZr9a-cezjxSw;HIERARQUIA_DE_FONTES_ORACULO.md;AMBOS;META/PROCESSO;CRIADO-POR-NOS;Hierarquia de Fontes do Oraculo;1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;Modelo de confianca de dados em 3 niveis (N1 Oficial PMSP/DOSP, N2 calculos, N3 nao validado) por arquivo.
1hn5EMuJSXk9OEDejiDAXkT642iHGHl6e;IPTU-TDC_stj-tema-1113.txt;IPTU;LEI;OFICIAL;STJ Tema repetitivo (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Tema repetitivo STJ (IPTU-TDC_stj-tema-1113) - tese firmada sobre IPTU/ITBI/execucao fiscal.
11BR6tZ4zPXIcaIBeRRQz4P5D4j61RSgy;IPTU-TDC_stj-tema-1158.txt;IPTU;LEI;OFICIAL;STJ Tema repetitivo (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Tema repetitivo STJ (IPTU-TDC_stj-tema-1158) - tese firmada sobre IPTU/ITBI/execucao fiscal.
1unv2IGIh-d6L4fOC5BMjf_Yo2HcuJfbq;IPTU-TDC_stj-tema-1350.txt;IPTU;LEI;OFICIAL;STJ Tema repetitivo (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Tema repetitivo STJ (IPTU-TDC_stj-tema-1350) - tese firmada sobre IPTU/ITBI/execucao fiscal.
19QtvSOOJI1cwjalzNx4PghcPbJ4tbBWu;IPTU-TDC_stj-tema-174 (1).txt;IPTU;LEI;OFICIAL;STJ Tema repetitivo (duplicata) (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Tema repetitivo STJ (IPTU-TDC_stj-tema-174 (1)) - tese firmada sobre IPTU/ITBI/execucao fiscal (duplicata).
1JUK_uiInZdrdMNDKpXHA-h4GA2T8c_dv;IPTU-TDC_stj-tema-174.txt;IPTU;LEI;OFICIAL;STJ Tema repetitivo (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Tema repetitivo STJ (IPTU-TDC_stj-tema-174) - tese firmada sobre IPTU/ITBI/execucao fiscal.
17gTnZrKAXVrxRQA0wFHVmqcwBTwii6_J;IPTU-TDC_stj-tema-262 (1).txt;IPTU;LEI;OFICIAL;STJ Tema repetitivo (duplicata) (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Tema repetitivo STJ (IPTU-TDC_stj-tema-262 (1)) - tese firmada sobre IPTU/ITBI/execucao fiscal (duplicata).
1Y467rZEJ4XMTCVWHp6vGYLhiHTshh2cC;IPTU-TDC_stj-tema-262.txt;IPTU;LEI;OFICIAL;STJ Tema repetitivo (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Tema repetitivo STJ (IPTU-TDC_stj-tema-262) - tese firmada sobre IPTU/ITBI/execucao fiscal.
1kM0REyUDnSQmd8y5l3yu8nuAVyP3F_Yt;IPTU-TDC_stj-tema-399.txt;IPTU;LEI;OFICIAL;STJ Tema repetitivo (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Tema repetitivo STJ (IPTU-TDC_stj-tema-399) - tese firmada sobre IPTU/ITBI/execucao fiscal.
1d8KUZh9aNeNympMGkPLirbMuoHGPoLFq;IPTU-TDC_stj-tema-566.txt;IPTU;LEI;OFICIAL;STJ Tema repetitivo (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Tema repetitivo STJ (IPTU-TDC_stj-tema-566) - tese firmada sobre IPTU/ITBI/execucao fiscal.
1Q_UIMVOV_LpdsfOSiwh1B6mZxMhNBG3Z;lei-federal-6015-1973-etapa-1.tx.txt;CORRELATO;LEI;OFICIAL;Lei federal 6015/1973 etapa 1 (registros publicos);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Verbatim (etapa 1, 0-100k chars) da Lei federal 6.015/1973 - registros publicos/registro de imoveis.
1WAKYRURg1_Vu3VD29r_hFfV_UFTlEISQ;log_extracao_textual_silver_20260307_233509.json;AMBOS;META/PROCESSO;CRIADO-POR-NOS;Log extracao Silver (pipeline);1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;Log: 389 arquivos extraidos com sucesso para Silver, 28 necessitando OCR avancado, 0 erros.
1GyOTXrKvFeHRrJbEZVN_J4VjdwJRrzXb;MANIFESTO_AUDITORIA_PROJETO.md;AMBOS;META/PROCESSO;CRIADO-POR-NOS;Manifesto de Auditoria;1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;Inventario/DNA de todos os arquivos do projeto com snippet inicial de cada PDF (Quadros 1-5, PDE, LPUOS).
1WRRf1F7yVw088yf_-rmcqL2BbIaNVmzx;manifesto_datalake_20260307_221836.json;AMBOS;META/PROCESSO;CRIADO-POR-NOS;Manifesto datalake Bronze (pipeline);1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;Manifesto Bronze: 1140 ativos versionados v01, tag 'Oficial_Pendente_Validacao', shapefiles/lotes SIRGAS por distrito.
1K9x76SnkKDUi2XulzHHvcCCoR_GiyGU4;MANIFESTO_PLATINA_FINAL.md;AMBOS;META/PROCESSO;CRIADO-POR-NOS;Manifesto Platina (governanca de protecao);1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;"Catalogo de protecao 'Platina': roteia arquivos para 01_FONTES_OFICIAIS_N1 vs 02_MOTORES_CALCULO_N2; marca duplicados p/ lixo."
1Wfw7l-hBDl--T-YNF0URR4QvbhNA4Gy8;MANIFESTO_TOTAL_DE_TRANSICAO.md;AMBOS;META/PROCESSO;CRIADO-POR-NOS;Manifesto Total de Transicao;1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;Mapa estrategico de salvaguarda: categoriza ativos (Oraculos, Motores Financeiros, Parametros Calculo) com utilidade e local no Drive.
1IEoFiqIKuZqDuoJ71olaeOnefRLKTr-I;MASTER_RITOS_E_PROCEDIMENTOS.md;TDC;META/PROCESSO;CRIADO-POR-NOS;Master Ritos e Procedimentos;1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;Compendio dos ritos administrativos SMUL (Outorga Onerosa, Certidao de Uso, TDC, Declaracao de Potencial, Ativacao ZEUP/ZEMP).
1vhATHGrA0FXajJ-nAYCInosYxR35SiMq;MINERACAO_IPTU_SP_Teses_Impugnacao_Base_Calculo.txt;IPTU;TESE;CRIADO-POR-NOS;Mineracao de teses IPTU;1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Teses de impugnacao da base de calculo do IPTU: APP/contaminacao, desapropriacao indireta, Tema 1062 (juros<=SELIC), bitributacao condominio.
1NCd6OgavWjNJ5rYFPl7tc7ZnpaAwTaRm;MOTOR_3_CATALOGO_ESPACIAL.md;TDC;META/PROCESSO;CRIADO-POR-NOS;"Motor 3 - Catalogo Espacial (familia Motores; layer GOLD)";1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;Indice GOLD do motor espacial: lista GeoJSON (EPSG:4326) de lotes/hidro/zoneamento p/ analise com geopandas.
1L8cE_VvDDmICM8_jnQBnSTYIBDrdbYJd;Nova_test.txt;GERAL;META/PROCESSO;CRIADO-POR-NOS;Arquivo de teste;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;"Arquivo de teste (conteudo apenas 'test'); descartavel mas preservado."
1TkS48mVcsC92nJIqVzig4ov6L_fahNlo;ORACULO_GEOGRAFICO_DEFINITIVO_V3.md;AMBOS;META/PROCESSO;CRIADO-POR-NOS;Oraculo Geografico Definitivo v3 (familia Oraculos de Mapas);1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;"Catalogo de camadas vetoriais (DNA espacial), datum SIRGAS 2000, triade SHP+DBF+SHX; status integrado/testado."
1S1r4a6fJLSXAfSwrBeZNvlSlRI0EyB2L;ORACULO_MESTRE_RELACIONAL_V4.md;AMBOS;IDEACAO;CRIADO-POR-NOS;Oraculo Mestre Relacional v4 (familia Oraculos);1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;"Motor de JOINs mapa<->tabela: chave SQ (setor+quadra), ZONA->CA_max, PA->Quota; algoritmos de custo de outorga e teto FUNDURB."
1SsWh5ubmICp3ogN1XBHT6sLIQak3_iCn;Pesquisa_Academica_IPTU_Tributario_Avaliacao.txt;IPTU;TESE;CRIADO-POR-NOS;Pesquisa Academica IPTU (familia Pesquisa Academica);1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Pesquisa academica BDTD/USP/IBDT: depreciacao e PGV, dever fundamental de atualizar PGV, metodo evolutivo/avaliacao em massa.
1qORYAgd9jkovRSvrdroV_a--ll-Vs9JA;Pesquisa_IPTU_Direito_Tributario_Engenharia_Avaliacoes.txt;IPTU;TESE;CRIADO-POR-NOS;Pesquisa Academica IPTU (familia Pesquisa Academica, variante);1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Variante da pesquisa academica: PGV inconstitucionalidade, confisco/avaliacao em massa, extrafiscalidade (Carrazza/PUC-SP).
1j1LM2I2DNz9GMxKGEfDJO-YD2cJX5bLt;r que.txt;IPTU;LEI;OFICIAL;Lei municipal 7228/1968 (nome de arquivo truncado 'r que.txt');1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Verbatim Lei municipal SP 7.228/1968 que altera a Lei 6.989/1966 (codigo tributario municipal/IPTU-ISS).
1beVEYuySxBQFEwfS8FtApFmJwPl8CdJa;RELATORIO_DUPLICADOS_FORENSE.md;AMBOS;META/PROCESSO;CRIADO-POR-NOS;Relatorio de Duplicados Forense;1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;Auditoria forense de arquivos com conteudo identico espalhados pelo Drive (duplicados reais identificados).
1V_lQK7PiPiOu9ZCUoyQ5Y0A5tsKoaqoC;RELATORIO_INTEGRIDADE_MAPAS_FINAL.md;AMBOS;META/PROCESSO;CRIADO-POR-NOS;Relatorio Integridade Mapas Final (familia Oraculos de Mapas);1zfDGtvhZh1JDUykC6kouDPqm-E3u0bgO;"Cruzamento de ativos fisicos (SHP/DBF/PDF de mapas, vetos) vs exigencias do Conhecimento Mestre; evidencias internas."
1J12hnvVtcVQnMwGMjqLLFU4j_a2NgYzP;RELATORIO_INTELIGENCIA_TRIBUTARIA_IPTU (1).txt;IPTU;TESE;CRIADO-POR-NOS;Relatorio Inteligencia Tributaria IPTU (copia 1);1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Coletanea de teses recentes (ConJur/JOTA/Migalhas): imunidade concessoes, IPTU retroativo, alienacao fiduciaria, TVEO loteamento.
1ejlX1FAZpjW1Hi8M6eLF-jVyHoPGj3Qr;RELATORIO_INTELIGENCIA_TRIBUTARIA_IPTU.txt;IPTU;TESE;CRIADO-POR-NOS;Relatorio Inteligencia Tributaria IPTU (base);1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Versao base do relatorio de inteligencia tributaria IPTU (mesmas teses ConJur/JOTA/Migalhas, formato verbatim com sinteses).
1miP58OB8r07qKOE-K-Pz6YP-X-dwRHhC;Relatorio_Inteligencia_Tributaria_IPTU_2026.txt;IPTU;TESE;CRIADO-POR-NOS;Relatorio Inteligencia Tributaria IPTU 2026 (curado);1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;"Versao curada/filtrada: APP, propter rem ITBI, EC132/LC214 atualizacao base por decreto vs Sumula 160 STJ; observacoes do analista."
18lqzAEwTh5EK_osq3MndozlrvOmUWrBx;s.txt;CORRELATO;META/PROCESSO;CRIADO-POR-NOS;Log/fragmento (continuacao lei 4591);1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Fragmento de log: continuacao (parte 2) da Lei federal 4591/1964 (condominio/incorporacao), nota de corte do chat.
1jWoePqwVaOvpPsHb5PdFDgQ3SNr-4209;stf-sumula-539 (1).txt;IPTU;LEI;OFICIAL;STF Sumula (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-539 (1) (enunciado/tese sobre IPTU/tributario) (duplicata).
1LqHz7kHG-SyqEh4R795mQoQXBUL1FDoH;stf-sumula-539 (2).txt;IPTU;LEI;OFICIAL;STF Sumula (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-539 (2) (enunciado/tese sobre IPTU/tributario) (duplicata).
1B4qqNtC1R6hUjgj1Ilc-Xhbp_FM145Lz;stf-sumula-539 (3).txt;IPTU;LEI;OFICIAL;STF Sumula (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-539 (3) (enunciado/tese sobre IPTU/tributario) (duplicata).
1FMH9asZA-sGC2Wkr0aORvGRhvAXRJ_0C;stf-sumula-539 (4).txt;IPTU;LEI;OFICIAL;STF Sumula (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-539 (4) (enunciado/tese sobre IPTU/tributario) (duplicata).
1c9sDXAUsHHWjd-Z01vVmmKyHDl5zxqqf;stf-sumula-539 (5).txt;IPTU;LEI;OFICIAL;STF Sumula (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-539 (5) (enunciado/tese sobre IPTU/tributario) (duplicata).
1L16ZacFYfv4_ABclZe64zOj761m_PK9d;stf-sumula-539.txt;IPTU;LEI;OFICIAL;STF Sumula (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-539 (enunciado/tese sobre IPTU/tributario).
1kTZFvh7M57bN8aCavgEYTKPJQy0xOwqa;stf-sumula-589 (1).txt;IPTU;LEI;OFICIAL;STF Sumula (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-589 (1) (enunciado/tese sobre IPTU/tributario) (duplicata).
1D28Od_TpjJa31RJb9kyHYlPb2ULyytXC;stf-sumula-589 (2).txt;IPTU;LEI;OFICIAL;STF Sumula (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-589 (2) (enunciado/tese sobre IPTU/tributario) (duplicata).
1jojd4A3qvF0qSnw1KBZ318mt8csLjNc6;stf-sumula-589.txt;IPTU;LEI;OFICIAL;STF Sumula (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-589 (enunciado/tese sobre IPTU/tributario).
1GD9PH2cL9wIm1bMUgjlymQCpHYUdBkS3;stf-sumula-668 (1).txt;IPTU;LEI;OFICIAL;STF Sumula (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-668 (1) (enunciado/tese sobre IPTU/tributario) (duplicata).
13pyQ0xKDyphWlSJCBBhktxAlCGssjdIb;stf-sumula-668 (2).txt;IPTU;LEI;OFICIAL;STF Sumula (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-668 (2) (enunciado/tese sobre IPTU/tributario) (duplicata).
1UUH5feKumfLjaRHNVXuuJ5iWSu98omRH;stf-sumula-668.txt;IPTU;LEI;OFICIAL;STF Sumula (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-668 (enunciado/tese sobre IPTU/tributario).
