
,"Conforme o §5° do art. 12º do Decreto Municipal nº 57.536 de 15 de dezembro de 2016 a Coordenadoria de Legislação de Uso e Ocupação do Solo (DEUSO) disponibiliza a lista a seguir, que contém as Certidões de Transferência de Potencial Construtivo emitidas. A informação da Certidão de Transferência de Potencial Construtivo é considerada válida e atualizada conforme consolidadação efetuada em Agosto de 2025.               ",,,,,,,,,,,,,,,,,
,Certidão de Transferência de Potencial Construtivo sem doação - ZEPEC,,,,,,,,,,,,,,,,,
,Imóvel cedente,,,,,,,Imóvel receptor,,Imóvel receptor,,,,,,,,
,N. processo,SQ,Lote,Endereço,Distrito,N. Declaração,Conservação - art. 129 PDE,SQ,Lote,Endereço,Distrito,N. Certidão,Ano Certidão,N. Declaração Saldo,Área cedida equivalente (m²),Área recebida real (m²),Data Publicação,Situação
,1998-0.084.005-2,008021,"0843, 0842, 0844","R Major Quedinho, 28, 44, 76",Santa Cecília,0008,Termo de Compromisso nº 016-051/2001/EMURB/OUC,072070,"0018-9, 0025-1, 0035-9, 0036-7, 0040-5, 0041-3, 0048-0, 0051-0, 0052-9, 0054-5, 0055-3, 0081-2, 0082-0","R Conselheiro Moreira de Barros, 1148 a 1218",Santana,002/03,2003,0008A,3367.14,3296.25,37726,DOCUMENTAL
,1998-0.093.770-6,008053,0004,"Av São João, 1214, 1222, 1236, 1238",República,0009,-,042011,0416 a 0428,"R Afonso Celso, 171",Vila Mariana,003/01 SEMPLA,2001,0009 ESGOTADO,2696.31,3580,36892,DOCUMENTAL
,1998-0.241.812-9,007050,"0009, 0010, 0011","R Bento Freitas, 76, 86, 88",República,0010,Termo de Compromisso nº 034-041/2001/EMURB/OUC,045045,0090 a 0102,"Av Açocê, 562 / Al dos Anapurus, 500",Moema,004/01 SEMPLA,2001,0010A,2657.56,1600,36892,DOCUMENTAL
,1998-0.241.814-5,001082,0014,"R Álvares Penteado, 112 / R da Quitanda, 18",Sé,0011,-,041150,"0005-8, 0006-6, 0007-4, 0008-2","Al dos Jurupis, 303 a 335",Moema,003/03,2003,0011A,2090.3000000000002,2566.71,37761,DOCUMENTAL
,2002-0.048.049-5,005044,0116-5 (atual 0122-1),"R Conde de Sarzedas, 100",Sé,0020,-,005044,0116-5 (atual 0122-1),"R Conde de Sarzedas, 100",Sé,001/03,2003,0020 ESGOTADO,19027,19027,37677,DOCUMENTAL
,2009-0.230.658-4 ,033017,0013-6,"R Pirapitingui, 111 ",Liberdade,0024A,-,038019,"0010-1, 0011-8, 0031-2, 0032-0, 0033-9","R Apeninos, 429, 441, 451, 453 / R Gualaxos, 156, 166 ",Liberdade,003/09,2009,0024B,3117.78,1538,40053,DOCUMENTAL
,2009-0.230.669-0 ,033017,0013-6,"R Pirapitingui, 111 ",Liberdade,0024B,-,103025,"4805-9, 4804-0,   4803-2, 4802-4, 4801-6, 4800-8","Av Guido Caloi, s/n",Jardim São Luís,005/09,2009,0024C,3346.3,9687.56,40155,DOCUMENTAL
,2009-0.352.153-5 ,033017,0013-6,"R Pirapitingui, 111 ",Liberdade,0024C,-,069164,"0008-0, 0009-9, 0010-2, 0011-0, 0012-9, 0013-7, 0014-5, 0069-2, 0070-6","R Nunes Garcia, 114, 122 / R Conselheiro Saraiva, 207, 217, 223, 229, 241, 249, 253",Santana,002/10,2010,0024D,1310.67,1666,40255,DOCUMENTAL
,2007-0.139.554-7  ,009019,0034-6,"R dos Franceses, 296 ",Bela Vista,0025,-,046011,"0002-1, 0031-3, 0072-0","R Visconde de Guaratiba, 301 / R Coronel Deraldo Jordão, 214, 218, 220, 228, 230, 234, 240",Cursino,001/08,2008,0025A,199.09,1246.32,39490,DOCUMENTAL
,2008-0.115.978-0 ,009019,0034-6,"R dos Franceses, 296",Bela Vista,0025A,-,029010,"0160-2, 0161-0","R Prof Rodolfo São Tiago, 75",Belém,002/08,2008,0025B,1481.45,13340.49,39637,DOCUMENTAL
,2008-0.210.871-3 ,009019,0034-6,"R dos Franceses, 296",Bela Vista,0025B,-,097009,0001-0,"Av Mofarrej, 1500",Vila Leopoldina,003/08,2008,0025C,944.16,4286.5,39676,DOCUMENTAL
,2008-0.210.877-2 ,009019,0034-6,"R dos Franceses, 296",Bela Vista,0025C,-,097002,0010-8,"Av Mofarrej, 1130",Vila Leopoldina,004/08,2008,0025D,693.17,3147,39676,DOCUMENTAL
,2008-0.350.586-4 ,007054,0001-8,"Av Higienópolis, 18",Consolação,0026,-,062080,0182-1,"R Coronel Gustavo Santiago, 251, 265, 281",Tatuapé,001/09,2009,0026A,1247.17,3195.74,39862,DOCUMENTAL
,2008-0.350.581-3 ,007054,0001-8,"Av Higienópolis, 18",Consolação,0026A,-,062146,"0006-3, 0007-1, 0008-1, 0012-8, 0040-3, 0013-6, 0014-4","R Coronel Gustavo Santiago, 94",Tatuapé,002/09,2009,0026B,881.67,2246.75,39956,DOCUMENTAL
,2009-0.076.990-0 ,007054,0001-8,"Av Higienópolis, 18",Consolação,0026C,-,098058,"0009-1, 0044-1, 0042-3, 0046-6, 0030-1, 0007-5, 0004-0, 0040-7, 0023-7, 0024-5, 0025-3, 0026-1, 0027-1, 0028-8, 0008-3","R Sacadura Cabral, 160, 186, 206 / R Gago Coutinho 363, 365, 379, 387/ R Guaricanga, 78 ",Lapa,004/10,2010,0026D,2977.95,3662.88,40313,DOCUMENTAL
,6068.2019/0004043-0,007054,0001-8,"Av Higienópolis, 18",Consolação,0026D,Termo de Compromisso 001/2018,038084,"0002-1, 0003-1, 0019-6, 0020-1, 0021-8, 0022-6, 0023-4, 0024-2, 0025-0, 0035-8, 0036-6 ","R Carlos Petit, 205, 215 e 225 / R Joaquim Távora, 229 a 259",Vila Mariana,015/19,2019,0026E/18," 2.149,72",6238.74,43701,DOCUMENTAL
,6068.2018/0003180-4,007054,0001-8,"Av Higienópolis, 18",Consolação,0026E/18,Termo de Compromisso 001/2018,021058,"0021-1, 0022-1, 0023-8, 0024-6, 0026-2, 0027-0, 0028-9, 0054-8, 0055-6, 0056-4, 0057-0, 0058-0, 0059-9, 0069-6","R Bartira, 996 a 1042 / R Apiacás, 285 a 269",Perdizes,032/18,2018,0026F/18,3265.07,8311.57,43488,DOCUMENTAL
,6068.2019/0001521-5,007054,0001-8,"Av Higienópolis, 18",Consolação,0026F/18,Termo de Compromisso 001/2018,038072,"0039-8, 0040-1, 0041-1, 0042-8, 0043-6, 0044-4, 0045-2, 0046-0, 0047-9, 0048-7, 0049-5, 0050-9","R Gregório Serrão, 146, 152, 154, 160, 164, 166, 172, 182, 194, 204, 206, 214, 218, 232",Vila Mariana,007/19,2019,0026G/19,2260.4,8908.09,43642,DOCUMENTAL
,6066.2019/0006455-0,007054,0001-8,"Av Higienópolis, 18",Consolação,0026G/19,Termo de Compromisso 001/2018,010023,"0116-5, 0117-3, 0058-4, 0057-6, 1534-4, 1346-5 e 0118-1","R da Consolação, 1559 a 1637 / R Bela Cintra, 306 a 314",Consolação,025/19,2019,0026.EXTRATO,4252.46,3834.84,43813,DOCUMENTAL
,2009-0.363.850-5 ,306028,0040-1,"R Sóror Angélica, 364 ",Casa Verde,0029,-,087460,0001-1 ,"R Engenheiro Francisco Pitta, 702",Santo Amaro,001/09,2010,0029A,1663.14,1682.93,40239,DOCUMENTAL
,2009-0.273.045-9 ,007054,0001-8,"Av Higienópolis, 18",Consolação,0029,-,047284,0224-1 ,"Al dos Tupinás, 33 / R José Líbero, 45 ",Saúde,006/09,2009,0026C,576.58000000000004,1424.16,40185,DOCUMENTAL
,2009-0.190.516-6 ,040199,0208-9,"R Dr Mário Vicente, 1108",Ipiranga,0030,-,007005,"0313-7, 0314-5, 0315-3, 0316-1, 0317-1, 0318-8","Praça Marechal Deodoro, 13 / Av Angélica, 341",Santa Cecília,004/09,2009,0030A,2655.87,2223.84,40140,DOCUMENTAL
,2009-0.352.163-2 ,040199,0208-9,"R Dr Mário Vicente, 1108",Ipiranga,0030A,-,010037,"0068-3, 0069-1, 0070-5, 0020-9, 0021-7, 0105-1","R da Consolação, 2232, 2238, 2240, 2244, 2246, Av Angélica, 2467, 2471, 2473, 2475, 2491",Consolação,003/10,2010,0030B,5180.45,2325,40267,DOCUMENTAL
,2010-0.139.825-0                                   ,040199,0208-9,"R Dr Mário Vicente, 1108",Ipiranga,0030B,-,036003,"0101-2, 0102-0, 0103-9 ","Av Brigadeiro Luís Antonio, 2543, 2567, 2571",Vila Mariana,005/10,2010,0030C,3428.57,1440,40379,DOCUMENTAL
,2010-0.185.004-8 ,040199,0208-9,"R Dr Mário Vicente, 1108",Ipiranga,0030C,-,028025,"0025-2, 0011-2 ","R Leocádia Cintra, 66 / R Orville Derby, 277",Mooca,006/10,2010,0030D,2465.04,4880.79,40417,DOCUMENTAL
,2010-0.260.522-5 ,040199,0208-9,"R Dr Mário Vicente, 1108",Ipiranga,0030D,-,028063,0045-2 ,"R Borges de Figueiredo, 1325",Mooca,008/10,2010,0030E,4055.93,4657.43,40499,DOCUMENTAL
,2010-0.322.099-8,040199,0208-9,"R Dr Mário Vicente, 1108 ",Ipiranga,0030E,-,098051,"0060-1, 0061-8","R John Harrison, 299, 323",Lapa,001/11,2011,0030F,1008.06,850,40575,DOCUMENTAL
,2011-0.031.287-7,040199,0208-9,"R Dr Mário Vicente, 1108 ",Ipiranga,0030F,-,087471,0228-4 ,"Av Nações Unidas, 2003",Santo Amaro,004/11,2011,0030G,19202.439999999999,12984.69,40789,DOCUMENTAL
,2012-0.085.741-7,040199,0208-9,"R Dr Mário Vicente, 1108",Ipiranga,0030G,-,033006,"0175-4, 0174-6","Av Liberdade, 978 a 992 / R Barão de Ijuí, 293 a 311",Liberdade,006/12,2012,0030H,7949.17,2022.27,41086,DOCUMENTAL
,2010-0.157.677-9 ,086091,0003-0,"R Barão de Jaceguai, 1149 e 1151",Campo Belo,0032,-,009084,"0001-2, 0002-0, 0042-1, 0043-8, 0044-6, 0045-4, 0046-2","Al Campinas, 802, 816 / Al Itu, 01, 05, 09, 11, 15, 17",Jardim Paulista,007/10,2010,0032A,682.35,548,40445,DOCUMENTAL
,2010-0.328.634-4,086091,0003-0,"R Barão de Jaceguai, 1149 e 1151",Campo Belo,0032A,-,009080,"0052-9, 0053-7","R Carlos Sampaio, 75 e 83",Bela Vista,002/11,2011,0032B,640.61,436.07,40586,DOCUMENTAL
,2011-0.142.763-5,086091,0003-0,"R Barão de Jaceguai, 1149 e 1151",Campo Belo,0032B,-,009084,0008-9,"R Teixeira da Silva, 54",Jardim Paulista,003/11,2011,0032C,668.83,595,40751,DOCUMENTAL
,2012-0.145.595-9,086091,0003-0,"R Barão de Jaceguai, 1149 e 1151",Campo Belo,0032C,-,080003,0123,"R Bela Nápoles, 97",Vila Leopoldina,005/12,2012,0032D,182.4,323.39999999999998,41243,DOCUMENTAL
,2011-0.147.017-4 ,009051,0021-2,"Al Joaquim Eugênio de Lima, 159",Bela Vista,0033,-,033013,"0076, 0077, 0078, 0079, 0080, 0081, 0082, 0083, 0306","R Vergueiro, 360, 366, 368, 376, 378, 384",Liberdade,005/11,2011,0033A,393.92,853.12,40813,DOCUMENTAL
,2012-0.262.702-8,009051,0021-2,"Al Joaquim Eugênio de Lima, 159",Bela Vista,0033A,-,036011,"0010, 0011, 0012, 0013, 0014, 0015, 0016, 0017, 0018, 0019","R Otávio Nébias, 57, 103",Vila Mariana,009/12,2012,0033B,443.22,735.75,41253,DOCUMENTAL
,2012-0.321.812-1,009051,0021-2,"Al Joaquim Eugênio de Lima, 159",Bela Vista,0033B,-,007010,"0024-4, 0578-5","Av Angélica, 525 / R Barão de Tatuí, 200",Santa Cecília,002/13,2013,0033C,415.5,730.15,41402,DOCUMENTAL
,2013-0.170.644-9,040084,0051-6,"Av Nazaré, 366",Ipiranga,0034,-,015046,"0016, 0011, 0012","R dos Pinheiros, 1166, 1152, 1156 / Rua Pedroso de Morais, 251, 161",Pinheiros,006/13,2013,0034A,743.99,619,41542,DOCUMENTAL
,2012-0.321.812-1,040084,0051-6,"Av Nazaré, 366",Ipiranga,0034A,-,007010,"0024-4, 0578-5","Av Angélica, 525 / R Barão de Tatuí, 200",Santa Cecília,002/13,2013,0034B,639.28,412.4,41402,DOCUMENTAL
,2011-0.306.321-5,042025,0030,"R Berta, 48",Vila Mariana,0035,-,036003,"0082-2, 0084-9","Av Brigadeiro Luis Antônio, 2707",Vila Mariana,001/12,2012,0035 ESGOTADO,399.34,222.43,40978,DOCUMENTAL
,2011-0.306.308-8,084003,0017,"Av Lopes de Azevedo, 265",Morumbi,0036,-,073061,0019-1,"R Olavo Egídio, 554 e 564",Santana,002/12,2012,0036A,260.43,450,40978,DOCUMENTAL
,2012-0.099.177-6,084238,0001,"Av São Valério, 505",Morumbi,0038,-,080003,0123,"R Bela Nápoles, 97",Vila Leopoldina,007/12,2012,0038 ESGOTADO,325.13,516.27,41248,DOCUMENTAL
,2012-0.139.517-4,009051,0028-1,"Al Joaquim Eugênio de Lima, 61",Bela Vista,0039,-,100074,"001, 0030, 0032, 0033, 0042, 0043, 0050, 0080, 0081","R Cavour, 95 e 110",Vila Prudente,008/12,2012,0039A,375.88,2994.31,41103,DOCUMENTAL
,2012-0.301.242-6,009051,0028-1,"Al Joaquim Eugênio de Lima, 61",Bela Vista,0039A,-,009086,"0075, 0024","Al Fernão Cardim, 70, 84",Jardim Paulista,010/12,2012,0039B,326.74,456,41272,DOCUMENTAL
,6068.2017/0000743-0,009051,0028-1,"Al Joaquim Eugênio de Lima, 61",Bela Vista,0039B/13,-,100109,"0059-3, 0060-7, 0061-5, 0062-3, 0063-1, 0064-1, 0065-8, 0070-4","Av Paes de Barros, 3399/ R Capitão Pacheco Chaves, 1.209/ R Cervantes",Vila Prudente,001/18,2018,0039C/18,612.92999999999995,4486.3900000000003,43176,DOCUMENTAL
,2013-0.075.030-4,009051,0028-1,"Al Joaquim Eugênio de Lima, 61",Bela Vista,0039C,-,010032,"0021-4, 0022-2, 0023-0, 0024-9 ","R Bela Cintra, 461, 465, 473",Consolação,004/13,2013,0039D,629.12,1335,41416,DOCUMENTAL
,2013-0.150.225-8,009051,0028-1,"Al Joaquim Eugênio de Lima, 61",Bela Vista,0039D,-,062139,"0002-0, 0003-9, 0004-7, 0010-1, 0037-3, 0043-8, 0044-6, 0045-4, 0046-2","R Melo Peixoto, 397, 405, 409 / R Dr Ernesto Mariano, 322 / R Dr Jorge Ramos, 109, 125, 131, 137, 143",Tatuapé,007/13,2013,0039E,239.02,1584.75,41542,DOCUMENTAL
,2013-0.320.727-0,009051,0028-1,"Al Joaquim Eugênio de Lima, 61",Bela Vista,0039E,-,062139,"0035-7, 0038-1","R Dr Jorge Ramos, 95, 117",Tatuapé,001/14,2014,0039 ESGOTADO,46.45,317.35000000000002,41731,DOCUMENTAL
,2017-0.148.523-7,009054,0012-7,"Av Brigadeiro Luis Antônio, 1573",Bela Vista,0040,Termo de Compromisso 002/2016,200043,"0011-2, 0010-4, 0031-7, 0030-9, 0006-6","R Camargo, 426 e 440",Butantã,016/17,2017,0040.EXTRATO,1169.1600000000001,5831.7,43110,DOCUMENTAL
,2012-0.337.412-3,042025,"0026, 0027, 0028, 0029","R Berta, 58, 60, 70, 72",Vila Mariana,"0043, 0044, 0045, 0046",-,036048,"0012-9, 0013-7, 0015-3, 0016-1, 0026-9","R Tomas Carvalhal, 380, 406 / R Afonso de Freitas, 349",Vila Mariana,001/13,2013,"0043, 0044, 0045, 0046 ESGOTADO",1551,917.88,41340,DOCUMENTAL
,2013-0.115.011-4,040115,0019-4,"R Dom Luiz Lasanha, 300",Ipiranga,0049,-,010081,0658-4,"Al Santos, 1826",Jardim Paulista,005/13,2013,0049A,5964.21,1200,41542,DOCUMENTAL
,6068.2018/0000331-2,040115,0019-4,"R Dom Luiz Lasanha, 300",Ipiranga,0049A/13,Termo de Compromisso 007/2016,030068,"0001-1, 0002-8, 0003-6, 0004-4, 0005-2, 0006-0, 0008-7, 0011-7, 0012-5, 0013-3, 0014-1, 0015-1, 0030-3, 0031-1, 0032-1, 0033-8, 0034-6, 0035-4, 0036-2 e 0039-7","R Bom Sucesso, 366, R Ipojuca, 81 / R Padre Adelino, 1811",Tatuapé,010/18,2018,0049B,5889.03,12063.92,43287,DOCUMENTAL
,2017-0.075.928-7,040115,0019-4,"R Dom Luiz Lasanha, 300",Ipiranga,0049B/16,Termo de Compromisso 007/2016,014056,0084-5,"Av Nove de Julho, 3624, 3634, 3666",Jardim Paulista,011/17,2017,0049C/17,9463.09,3467.02,43050,DOCUMENTAL
,6068.2018/0000686-9,040115,0019-4,"R Dom Luiz Lasanha, 300",Ipiranga,0049C/17,Termo de Compromisso 007/2016,047226,0627-7,"Av Jabaquara, s/n / R Pan-Americana, s/n / R Domingos, s/n",Saúde,013/18,2018,0049.EXTRATO,4739.4399999999996,7477.23,43256,DOCUMENTAL
,6068.2017/0000834-7 ,009019,0092-3,"R dos Franceses, 350",Bela Vista,0050/13 (2a via),Atestado de Conservação 004/2016,036010,0029-6,"Al Santos, 86",Vila Mariana,004/18,2018,0050A/18,4180.01,3988.48,43270,DOCUMENTAL
,2013-0.242.197-9,040125,0058-9,"R Moreira de Godói, 312",Ipiranga,0051,Termo de Compromisso 005/2016,009063,1384-8,"Av Brigadeiro Luís Antônio, 2396",Jardim Paulista,006/14,2014,0051A,9600.3700000000008,1843.27,41731,DOCUMENTAL
,6068.2018/0000872-1,040125,0058-9,"R Moreira de Godói, 312",Ipiranga,0051A/14,Termo de Compromisso 005/2016,039040,"0003-8, 0004-6, 0008-9, 0009-7, 0010-0, 0011-9, 0122-0, 0123-9, 0124-7, 0125-5,  0138-7, 0134-4, 0138-7, 0134-4, 0237-5 (119-0/121-2/119-0), 0244-8 (0244-8/0139-5/ 0007-0), 0126-3, 0127-1 e  0141-7","R Toledo Barbosa, 254/ R Álvaro , 463 e outros  ",Vila Mariana,019/18,2018,0051B/17,2390.17,13985.42,43330,DOCUMENTAL
,6068.2018/0000472-6,040125,0058-9,"R Moreira de Godói, 312",Ipiranga,0051B/17,Termo de Compromisso 005/2016,041104,0020-1 e 0034-1,"Av Ibirapuera, 1753, 1757 e 1761",Moema,015/18,2018,0051.EXTRATO,6244.5,3010.09,43329,DOCUMENTAL
,2014-0.142.582-4,009042,0023-1,"Av Brigadeiro Luis Antônio, 1300",Bela Vista,0052, Atestado de Conservação 002/2017,009063,1432-1,"Al Santos, 800",Jardim Paulista,001/15,2015,0052A,594.11,706,42277,DOCUMENTAL
,2017-0.134.551-6,009042,0023-1,"Av Brigadeiro Luis Antônio, 1300",Bela Vista,0052A, Atestado de Conservação 002/2017,057018,"0001-6, 0002-4, 0082-2, 0083-0, 0091-1, 0092-1","R Dr Suzano Brandão, 820, 832, 842, 844 e 846",Vila Matilde,013/17,2017,0052.EXTRATO,635.89,5379.03,43026,DOCUMENTAL
,6068.2021/0005047-2,300032,0012-1,"Av Morumbi, 4077",Morumbi,053/19 2ª via,Termo de Compromisso 007/2021,016128,0041-6,"R Groelândia, 77",Jardim Paulista,012/21,2021,0053A/21,9331.15,2106.14,44485,DOCUMENTAL
,6068.2023/0000241-2,300032,0012-1,"Av Morumbi, 4077",Morumbi,053A/21,Termo de Compromisso 007/2021,,,,,003/23,2023,0053B/23,3223,2493.84,45076,DOCUMENTAL
,6068.2023/0005296-7,300032,0012-1,"Av Morumbi, 4077",Morumbi,053B/23,Termo de Compromisso 007/2021,085115,"0002-2, 0014-6, 0015-4, 0034-0, 0035-9, 0036-7, 0051-0","R Luisiania, 139, 147, 157, 185, R Nebraska, 220, 222, Av Portugal, 220",Itaim Bibi,009/23,2023,0053.EXTRATO,6832.85,8974.7800000000007,45205,DOCUMENTAL
,2013-0.320.692-3,040051,0007-4,"R Costa Aguiar, 1055",Ipiranga,0054,-,030024,"0002-5, 0058-0, 0003-3, 0004-1, 0057-2, 0064-5","R Almirante Calheiros, 398, 406, 418, 396 / R Henrique Sertório, 399 / R Cristais, 183",Tatuapé,003/14,2014,0054A,2750.75,3009.33,41774,DOCUMENTAL
,6068.2018/0000095-0,040051,0007-4,"R Costa Aguiar, 1055",Ipiranga,0054A,-,029052,"0012-1, 0013-8, 0014-6, 0015-4, 0016-1, 0060-1, 0061-8, 0062-6, 0063-4, 0065-0, 0066-9, 0067-7","R Serra da Bocaina, 5547, 5573 / R Carlos del Prete, 35, 89 ",Belém,007/18,2018,0054B,2383.9,7011.95,43204,DOCUMENTAL
,6068.2024/0010765-8,,,"Rua Gabriel dos Santos, 196, 214",Sé,0056/14,Atestado de Conservação 002/2023,013041,"0022-7, 0023-5, 0024-3, 0025-1, 0026-1"," Rua Cristiano Viana, 119, 127, 131, 145, 155",Pinheiros,010/24,2024,0056.EXTRATO,780.45,739.05,45674,DOCUMENTAL
,2017-0.026.486-5,020095,0021-0,"Av Angélica, 1212",Consolação,0058/14,Termo de Compromisso 006/2016,093040,"0004-1, 0033-5","R Marcílio Dias, 311,317",Socorro,004/17,2017,0058A/17,541.71,11710.18,42829,DOCUMENTAL
,6068.2017/0000733-2,020095,0021-0,"Av Angélica, 1212",Consolação,0058A/17,Atestado de Conservação s/n/2017,022024,"0002-8, 0003-6, 0004-4, 0005-2, 0006-0, 0007-9, 0008-7, 0009-5, 0010-9, 0071-0, 0072-9, 0073-7, 0074-5, 0075-3, 0076-1, 0078-8, 0079-6, 0080-1, 0081-8, 0130-1, 0131-8",R Dr Miranda de Azevedo,Lapa,005/18,2018,0058B/18,1597.68,10027.51,43176,DOCUMENTAL
,6068.2018/0002497-2,009042,0022-1,"Av Brigadeiro Luis Antônio, 1308",Bela Vista,0064/15,Termo de Compromisso 006/2018,041104,0020-1 e 0034-1,"Av Ibirapuera, 1753, 1757 e 1761",Moema,030/18,2018,0064.EXTRATO,300,254.96,43475,DOCUMENTAL
,6068.2018/0001994-4,200058,0001-1,"Av Lineu de Paula Machado, 1263",Morumbi,0065/15,Termo de Compromisso 008/2016,036088,0007-7 e 0008-5,"Av Brigadeiro Luiz Antônio, 4631 e 4643",Moema,024/18,2018,0065A/18,8442.41,847.37,43456,DOCUMENTAL
,6066.2019/0005896-7,200058,0001-1,"Av Lineu de Paula Machado, 1263",Morumbi,0065A/18,Termo de Compromisso 008/2016,010023,"0116-5, 0117-3, 0058-4, 0057-6, 1534-4, 1346-5 e 0118-1","R da Consolação, 1559 a 1637 / R Bela Cintra, 306 a 314",Consolação,023/19,2019,0065B/19,41557.589999999997,9999.56,43813,DOCUMENTAL
,6068.2021/0000128-5,200058,0001-1,"Av Lineu de Paula Machado, 1263",Morumbi,0065B/19,Termo de Compromisso 008/2016,200042,"0019-3, 0020-7, 0021-5, 0022-3, 0023-1, 0024-1, 0025-8","R Estevão Lopes, 136, 144, 156, 166, 182, 172 e 206",Butantã,007/21,2021,0065C/21,5541.28,9407.67,44455,DOCUMENTAL
,6068.2022/0002481-3,200058,0001-1,"Av Lineu de Paula Machado, 1263",Morumbi,0065B/19,Termo de Compromisso 008/2016,200042,"0019-3, 0020-7, 0021-5, 0022-3, 0023-1, 0024-1, 0025-8","R Eestevão Lopes, 136, 144, 156, 166, 182, 172 e 206 ",Butantã,002/24,2024,0065C/21,5541.28,10650.34,45483,DOCUMENTAL
,6068.2021/0012245-7,200058,0001-1,"Av Lineu de Paula Machado, 1263",Morumbi,0065C/21,Termo de Compromisso 008/2016,097005,0013-6,"Av Mofarej, 971",Vila Leopoldina,001/22,2022,0065D/21,45373.34,22467.69,44678,DOCUMENTAL
,2016-0.167.694-4,040106,0026-8,"Av Nazaré, 711",Ipiranga,0066/15,Termo de Compromisso 003/2016,100109,"0058-5, 0059-3, 0060-7, 0061-5, 0062-3, 0063-1, 0064-1, 0065-8, 0070-4, 0114-1, 0115-8","Av Paes de Barros, 3381, 3389, 3393, 3399, 3417, 3427, 3421, R Cap. Pacheco Chaves, 1209 e Rua Cervantes",Vila Prudente,004/16,2016,0066A/16,3550.58,8647.5499999999993,42649,DOCUMENTAL
